"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Private Cars Trajectory Interpolation by Ensemble Learning Optimization in Vehicular Social Networks","J. Xiao; H. Xiao; X. Deng; Y. Liu; Y. Liu; X. Zhang","School of Computer Science and Engineering, Huaihua University, Huaihua, China; School of Computer Science and Engineering, Huaihua University, Huaihua, China; School of Computer Science and Engineering, Huaihua University, Huaihua, China; School of Computer Science and Engineering, Huaihua University, Huaihua, China; School of Computer Science and Engineering, Huaihua University, Huaihua, China; School of Computer Science and Engineering, Huaihua University, Huaihua, China",2021 International Conference on Electronic Information Technology and Smart Agriculture (ICEITSA),"16 Feb 2022","2021","","","148","153","As an important part of Vehicular Social Network (VSN), the researches of private cars are neglected some factors due to the difficulty of collecting. For example, the social characteristics are ignored, which hinder the study of the social attributes of vehicles in VSN. However, trajectory data for large-scale private car researches often have the challenge of trajectory availability, mainly due to the missing of trajectories under GPS outages, which results in the collected trajectory data not being directly applicable to VSN applications. In this paper, a novel ensemble learning framework with Learn++ and Bayesian optimization is proposed, with ensemble learning as the major solution for trajectory missing during GPS outages. We utilize the real-world datasets to verify the accuracy of the comparison methods and the proposed framework in the prediction of trajectory interpolation. The experimental results show that our framework is significantly superior to the comparison methods. We utilize several common road trajectories to verify the accuracy of the proposed trajectory interpolation prediction framework. The experimental results show that our framework is superior to the baselines.","","978-1-6654-1300-8","10.1109/ICEITSA54226.2021.00037","National Natural Science Foundation of China(grant numbers:62172182); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9707366","VSN;trajectory collection;ensemble learning;GPS outage","Training;Interpolation;Social networking (online);Roads;Predictive models;Trajectory;Bayes methods","","1","","17","IEEE","16 Feb 2022","","","IEEE","IEEE Conferences"
"Rice Leaf Disease Detection for Precision Agriculture","M. Bakshi; P. Chugh; V. Arulalan","Department of Computing Technologies, SRM Institute of Science and Technology, Kattankulathur, Chengalpattu District, Tamil Nadu, India; Department of Computing Technologies, SRM Institute of Science and Technology, Kattankulathur, Chengalpattu District, Tamil Nadu, India; Department of Computing Technologies, SRM Institute of Science and Technology, Kattankulathur, Chengalpattu District, Tamil Nadu, India",2024 10th International Conference on Communication and Signal Processing (ICCSP),"6 Jun 2024","2024","","","1327","1331","Rice being crucial for sustaining over half of the global population, is recognized as one of the foremost plants in agriculture worldwide. The presence of diseases affecting rice plants can significantly influence both the quantity and quality of the harvest, sometimes resulting in crop losses ranging from 30 to 60%. This work focuses on automating the recognition and categorization of common rice leaf diseases using deep learning, particularly with respect to the DenseNet architecture. Preprocessing methods, the deployment of DenseNet for disease diagnosis, and the gathering of an extensive dataset are all part of this work. The efficacy of the model is demonstrated by the high recall, accuracy, and precision rates of the experimental data. This work presents the effectiveness of DenseNet, explores the implications of the results for precision agriculture, and identifies future directions for deep learning-based plant disease detection research","2836-1873","979-8-3503-5306-8","10.1109/ICCSP60870.2024.10543973","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10543973","Rice Leaf;Disease detection;DenseNet;Precision agriculture","Deep learning;Plant diseases;Plants (biology);Sociology;Crops;Signal processing;Distance measurement","","1","","9","IEEE","6 Jun 2024","","","IEEE","IEEE Conferences"
"Smart Agriculture by Leveraging AI and IoT for Intelligent Insect Identification and Control","A. Reddyboina; T. P. Kumar; S. Varshitha; M. N. Reddy","Department of Computer Science and Engineering, Lakireddy Bali Reddy College of Engineering (Autonomous), Mylavaram, India; Department of Computer Science and Engineering, Lakireddy Bali Reddy College of Engineering (Autonomous), Mylavaram, India; Department of Computer Science and Engineering, Lakireddy Bali Reddy College of Engineering (Autonomous), Mylavaram, India; Department of Computer Science and Engineering, Lakireddy Bali Reddy College of Engineering (Autonomous), Mylavaram, India","2024 IEEE International Conference on Information Technology, Electronics and Intelligent Communication Systems (ICITEICS)","22 Aug 2024","2024","","","1","5","Agriculture is also a significant part of the economy as it forms the basis of the economic system for most developing nations. India is among. There are several major players in the global agricultural industry. Even though there are numerous advanced technologies used in agriculture, no efficient technology has been developed to manage the pestrelated problems. The use of pesticides to control pests in agriculture is an issue that affects countries across the globe. To address this issue, an AI-powered pest detection system has been developed. The aim of this model is to elaborate on. Using an artificial neural network, the acoustic approaches in pest detection are as effective as in classification. The system that we are proposing is a process for recognizing species and damaged leaves that are endangered in farming environments to provide immediate notifications to farmers and protect crops in fields through the integration of a cloud-based warning alert system. Using an Internet of Things (IoT) device with an embedded camera, this project chooses daily photos at random from the crop field and neighboring areas. After that, it will utilize computer vision algorithms and contemporary machine learning techniques to interpret those images. Additionally, it will notify the farmer by sending a message about the insect and damaged leaves it has spotted and recommends a course of action.","","979-8-3503-8269-3","10.1109/ICITEICS61368.2024.10625323","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10625323","Smart Agriculture;Convolution Neural Network(CNN);Insect Detection;Internet of Things(IoT)","Smart agriculture;Machine learning algorithms;Accuracy;Insects;Crops;Pesticides;Real-time systems","","1","","13","IEEE","22 Aug 2024","","","IEEE","IEEE Conferences"
"Smart Crop Recommendation for Modern Farming using Machine Learning","S. K. Upadhyay; H. Upadhyay; H. Tripathi; K. P. Rawat; L. Sharma","CSE Department, AKTU, Lucknow; Newgen Software, Noida, India; NonceBlox, Pune, India; SasaLabs, Delhi, India; Newgen Software, Noida, India",2024 1st International Conference on Advanced Computing and Emerging Technologies (ACET),"29 Oct 2024","2024","","","1","7","The agricultural sector plays a key role in global food security and livelihoods, emphasizing the importance of improving agricultural practices. In this research, we present a crop recommendation system (CRS) designed to help farmers optimize the crop selection process. CRS uses machine learning algorithms that incorporate a diverse dataset containing soil properties, climate conditions, and historical crop yield data.Our methodology includes a multi-stage approach. Initially, we conducted comprehensive data collection from various sources, including government databases and research publications. Subsequently, data pre-processing techniques are applied to clean, normalize, and integrate different data sets into a uniform format suitable for analysis.whereas we receive basic attributes like soil pH, moisture content, temperature, and rainfall levels, structural engineering is crucial. We provide an ensemble learning framework by utilizing sophisticated machine learning models such as CatBoost classifiers, Naive Bayes Gaussians, decision trees, and support vector machines (SVMs). This framework uses fused data to estimate which crops will be most suited.CRS also has an easy-to-use interface that can be accessed on mobile and web platforms. With this interface, farmers may input the properties of their soil and get recommendations for treatments in real-time.To ensure the system’s reliability and scalability, we tested the system extensively across a variety of geographic locations and climate zones. The efficacy of CRS in recommending crops for various soil and climate conditions is verified by performance metrics like accuracy, precision, and recall. A promising accuracy rate of more than 95% is demonstrated by the data, demonstrating how useful CRS is in assisting farmers in selecting the best crops. In order to increase agricultural productivity and sustainability, farmers can use the intelligent decision support system developed by this research to acquire data-driven insights.","","979-8-3503-6772-0","10.1109/ACET61898.2024.10730582","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10730582","Crop Recommendation System;N-P-K;ML;Naive Bayes;SVM;CatBoost","Support vector machines;Accuracy;Scalability;Soil properties;Crops;Bayes methods;Structural engineering;Reliability;Sustainable development;Meteorology","","1","","20","IEEE","29 Oct 2024","","","IEEE","IEEE Conferences"
"Soil Fertility Assessment and Crop Recommendation for Sustainable Farming using Machine Learning and Deep Learning","W. M. Vandana; B. Kavya","Computer Science and Engineering, Dayananda Sagar University, Bangalore, India; Computer Science and Engineering, Dayananda Sagar University, Bangalore, India",2024 4th International Conference on Data Engineering and Communication Systems (ICDECS),"22 Apr 2024","2024","","","1","3","“Soil Fertility Assessment and Crop Recommendation for Sustainable Farming using Machine Learning and Deep Learning” represents a pioneering endeavor at the intersection of agriculture and data science. It harnesses a diverse dataset encompassing soil properties, historical rainfall data, and temperature records, meticulously collected from reliable sources. This project employs advanced machine learning algorithms to predict soil fertility levels accurately and offer precise crop recommendations based on the unique conditions of each agricultural region. By bridging the gap between traditional farming practices and cutting-edge technology, the initiative addresses key challenges faced by modern agriculture. It facilitates enhanced crop yields through optimized resource allocation and reduced environmental impact by tailoring planting schedules and nutrient management. Moreover, it fosters sustainability by promoting responsible land usage, which is crucial in the face of evolving climate patterns and the increasing global demand for food security. In essence, Precision Agriculture emerges as a transformative solution that empowers farmers with actionable insights, ushering in an era of data-driven farming practices. By combining the strengths of data science, environmental science, and agriculture, this project contributes significantly to the broader goals of sustainable farming, economic viability, and ecological resilience.The dataset consists of 2200 instances and 8 features. We train several machine models and also implement deep learning models to check for its performance. It was observed that the Naive Bayes shows 99.5 percent accuracy after hypertuning and with CNN showing the least at 87.1 percent accuracy. These conclusions help in building better recommendation systems and farming techniques.","","979-8-3503-9335-4","10.1109/ICDECS59733.2023.10503113","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10503113","Soil Fertility;Deep Learning;Machine Learning;Crop Recommendation;sustainable farming","Deep learning;Support vector machines;Temperature distribution;Biological system modeling;Soil;Data science;Bayes methods","","1","","8","IEEE","22 Apr 2024","","","IEEE","IEEE Conferences"
"StrideNET: Swin Transformer for Terrain Recognition with Dynamic Roughness Extraction","M. Shelare; N. Shigvan; A. Satam; P. Sonar","Rajiv Gandhi Institute of Technology, University of Mumbai, India; Rajiv Gandhi Institute of Technology, University of Mumbai, India; Rajiv Gandhi Institute of Technology, University of Mumbai, India; Rajiv Gandhi Institute of Technology, University of Mumbai, India",2024 IEEE International Conference on Computer Vision and Machine Intelligence (CVMI),"11 Dec 2024","2024","","","1","6","The field of remote-sensing image classification has seen immense progress with the rise of convolutional neural networks, and more recently, through vision transformers. These models, with their self-attention mechanism, can effectively capture global relationships and long-range dependencies between the image patches, in contrast with traditional convolutional models. This paper introduces StrideNET, a dual-branch transformer-based model developed for terrain recognition and surface roughness extraction. The terrain recognition branch employs the Swin Transformer to classify varied terrains by leveraging its capability to capture both local and global features. Complementing this, the roughness extraction branch utilizes a statistical texture-feature analysis technique to dynamically extract important land surface properties such as roughness and slipperiness. The model was trained on a custom dataset consisting of four terrain classes - grassy, marshy, sandy, and rocky, and it outperforms benchmark CNN and transformer based models, by achieving an average test accuracy of over $99 \%$ across all classes. The applications of this work extend to different domains such as environmental monitoring, land use and cover classification, disaster response and precision agriculture.","","979-8-3503-7687-6","10.1109/CVMI61877.2024.10782106","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10782106","Swin Transformer;Land Surface Roughness;Remote Sensing","Precision agriculture;Image recognition;Computational modeling;Land surface;Transformers;Feature extraction;Surface roughness;Rough surfaces;Environmental monitoring;Remote sensing","","1","","23","IEEE","11 Dec 2024","","","IEEE","IEEE Conferences"
"A Conceptual Framework for Soil Classification and Crop Recommendation Using Machine Learning and Satellite-Sensor Data Integration","U. Patole; M. Shrivastava; A. Deshmukh","Department of CSE, Vivekananda Global University, Jaipur, India; Department of CSE, Vivekananda Global University, Jaipur, India; NA",2024 IEEE 4th International Conference on ICT in Business Industry & Government (ICTBIG),"13 Mar 2025","2024","","","1","6","This paper introduces a conceptual framework for integrating machine learning techniques in soil classification and crop recommendation, aiming to enhance precision agriculture practices. The proposed system comprises two key stages: in the first stage, soil attributes such as pH, moisture content, temperature and various other factors are analyzed using the Random Forest algorithm to classify soil types. In the second stage, these classifications are fed into a Gradient Boosting Machine (GBM) to provide optimal crop recommendations based on the integrated dataset. This conceptual framework leverages the synergy of multiple data sources to enhance agricultural decision-making by offering tailored recommendations suited to specific soil types. Unlike conventional methods, which often treat soil classification and crop recommendation independently, this integrated approach aims to provide more accurate and context-specific recommendations. Although this paper primarily outlines the theoretical framework and methodologies, the ongoing development and implementation will demonstrate its real-world applicability in future research. The potential for this system to contribute to sustainable agriculture, improved crop yield, and resource efficiency is significant, making it a valuable tool for modernizing agricultural practices.","","979-8-3315-1898-1","10.1109/ICTBIG64922.2024.10911090","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10911090","precision agriculture;soil classification;crop recommendation systems;machine learning in agriculture","Precision agriculture;Adaptation models;Accuracy;Satellites;Computational modeling;Decision making;Soil;Data models;Crop yield;Testing","","","","7","IEEE","13 Mar 2025","","","IEEE","IEEE Conferences"
"A Hybrid Approach for Corn Leaf Diseases Detection Based on the ResNet and Capsule Neural Network","M. K. Singh; A. Kumar","Computer Science and Engineering Galgotias University, India; Computer Science and Engineering Galgotias University, India","2024 International Conference on Communication, Computing and Energy Efficient Technologies (I3CEET)","13 May 2025","2024","","","631","636","Hybrid model of Residual Networks (ResNets) and Capsule neural networks (CapsNets) for corn leaf disease detection represents an innovative advancement in the field of agricultural technology. Corn leaf disease detection helps promote sustainable agricultural practices, guarantee farmers' financial stability, and promote global food security in addition to safeguarding crops and maximizing yields. The ability to detect diseases early, improve crop quality, and encourage environmental stewardship in agriculture are all made possible by advancements in disease detection technologies. Proposed hybrid CapsNets model achieved remarkable F1_score and accuracy is 99.5% and 99.6% on plant village dataset, respectively. In contrast to the capsule network (CapsNet), the proposed model's accuracy has increased by 12%.CapsNet only needed 110 training epochs to attain its optimise state and proposed model needed 140 training epochs to do the same. The experimental results demonstrate the efficiency of this technology in recognizing and classifying corn leaf illnesses, and it can provide early defence against these diseases.","","979-8-3315-4158-3","10.1109/I3CEET61722.2024.10993852","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10993852","Residual Networks (ResNets);Capsule neural networks (CapsNets);Corn leaf disease","Training;Accuracy;Computational modeling;Neural networks;Crops;Feature extraction;Stability analysis;Telecommunication computing;Diseases;Residual neural networks","","","","33","IEEE","13 May 2025","","","IEEE","IEEE Conferences"
"A Novel Approach for Coral Image Classification with Dual-branch Feature Fusion Neural Network","D. Bai; J. Lin; Y. Huang; C. Wang; J. Wu","Key Laboratory of Smart Agriculture and Forestry, College of Computer and Information Sciences, Fujian Agriculture and Forestry University, Fuzhou, China; Key Laboratory of Smart Agriculture and Forestry, College of Computer and Information Sciences, Fujian Agriculture and Forestry University, Fuzhou, China; Key Laboratory of Smart Agriculture and Forestry, College of Computer and Information Sciences, Fujian Agriculture and Forestry University, Fuzhou, China; Key Laboratory of Smart Agriculture and Forestry, College of Computer and Information Sciences, Fujian Agriculture and Forestry University, Fuzhou, China; Third Institute of Oceanography Ministry of Natural Resources, Xiamen, China","2022 International Conference on Machine Learning, Cloud Computing and Intelligent Mining (MLCCIM)","25 Nov 2022","2022","","","155","160","Due to the significant intra-class variability and high inter-class similarity of corals in underwater environments, it is extremely difficult to accurately classify coral image. Hence, a coral image classification approach based on dual-branch feature fusion (DBFF) neural network is proposed, one branch is the residual network to fuse high-dimensional and low-dimensional features, and the other one is multi-scale feature extraction using pyramid convolution. Then, the features of the two branches are fused to obtain richer global features with detailed information to better distinguish similar species. The experimentation result on the coral dataset StructureRSMAS shows that classification accuracy of DBFF is 92.40%, which achieves a higher classification accuracy than that of the existing methods.","","978-1-6654-9858-6","10.1109/MLCCIM55934.2022.00032","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9955208","corals;classification;dual branch network;feature fusion;pyramid convolution","Cloud computing;Convolution;Fuses;Neural networks;Machine learning;Feature extraction;Convolutional neural networks","","","","13","IEEE","25 Nov 2022","","","IEEE","IEEE Conferences"
"A Novel Framework for Tomato Disease Detection using YOLOv8","T. Choudhury; T. Choudhury; S. Aich; A. Sar; P. Joshi; B. Pant; B. K. Dewangan","Graphic Era Deemed to be University, Dehradun, Uttarakhand, India; School of Computer Science, University of Petroleum and Energy Studies (UPES), Dehradun, Uttarakhand, India; School of Computer Science, University of Petroleum and Energy Studies (UPES), Dehradun, Uttarakhand, India; School of Computer Science, University of Petroleum and Energy Studies (UPES), Dehradun, Uttarakhand, India; School of Computer Science, University of Petroleum and Energy Studies (UPES), Dehradun, Uttarakhand, India; CSE Dept, Graphic Era Deemed to be University, Dehradun, Uttarakhand; Department of Computer Science and Engineering, OP Jindal University, Raigarh, Chhattisgarh, India",2024 OPJU International Technology Conference (OTCON) on Smart Computing for Innovation and Advancement in Industry 4.0,"30 Sep 2024","2024","","","1","6","This unique method for recognising objects with YOLOv8 object detection will allow for the early identification of tomato diseases, which include blight, mould, and viral threats. And as this early identification is a key to global food security at this time, it is crucial. Automated technologies provide a solution to the cost and error-prone processes of classical diagnostics. Therefore, a tool based on them can improve diagnostic effectiveness. Based on YOLOv8’s fruit defect detection technique and the use of Deep Learning, it yields fast and precise results in the recognition and classification of common diseases of tomatoes. The idea of training the model by curated dataset form and hyperparameter tuning will further optimise the model performance. For instance, precision, recall, and F1-score, known as the metrics, help me in determining the efficacy. Interpretation of the results reveals that these algorithms are more accurate and efficient than previous ones, prompting scientists and farmers to use the algorithm to take preventive measures in their operations, such as agriculture, horticulture, and crop management.","","979-8-3503-7378-3","10.1109/OTCON60325.2024.10687727","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10687727","Tomato Disease Detection;YOLOv8;Deep Learning;Agricultural Automation;Precision Agriculture;Computer Vision","Training;Measurement;Deep learning;Technological innovation;Accuracy;Food security;Inference algorithms","","","","14","IEEE","30 Sep 2024","","","IEEE","IEEE Conferences"
"A Review: Smart Farming using Internet of Things and Machine Learning","P. Singh; G. Raj; A. Kumar","Department of Computer Science & Engineering, School of Engineering & Technology, Sharda University, Greater Noida, U.P., India; Department of Computer Science & Engineering, School of Engineering & Technology, Sharda University, Greater Noida, U.P., India; Department of Computer Science & Engineering, School of Engineering & Technology, Sharda University, Greater Noida, U.P., India",2023 10th International Conference on Computing for Sustainable Global Development (INDIACom),"4 May 2023","2023","","","1124","1129","Internet of Things (IoT) is the new era for every new technology. The technology is basically used for every task in every industry for the purpose of the automation. IoT perform interaction of one machine with other to work in a proper way and provide with the suitable results. Many of the urban areas problems are resolved using these technologies with the combination of Machine learning and IoT. But now the use of these technology for the rural area people are advancing them and their businesses. Like-wise as IoT is used for Smart Homing, Smart Security, Smart Car, it is also be used for the purpose of the helping the farmers in the agriculture sector. The main study of this paper is to compare the different models used in smart farming and understanding the working of those model. This is a comparative study of the pre-given ways of helping the farmers with technologies in agriculture sector. Also, a theoretical model to increase the dataset and classifying the unhealthy fruit/vegetables is suggested.","","978-93-80544-47-2","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10112337","Internet of Things (IoT);Smart Farming;Image Processing;Agriculture;CNN","Smart agriculture;Adaptation models;Image resolution;Computational modeling;Urban areas;Rural areas;Machine learning","","","","18","","4 May 2023","","","IEEE","IEEE Conferences"
"A Triangle-Based Method for Downscaling Land Surface Evapotranspiration","Y. Hu; R. Tang; X. Jiang; Y. Jiang; M. Liu; Z. -L. Li; J. Yan; H. Zhang","School of Civil Engineering and Architecture, Shaanxi University of Technology, Hanzhong, China; State Key Laboratory of Resources and Environment Information System, Institute of Geographic Sciences and Natural Resources Research, Chinese Academy of Sciences, Beijing, China; University of Chinese Academy of Sciences, Beijing, China; State Key Laboratory of Resources and Environment Information System, Institute of Geographic Sciences and Natural Resources Research, Chinese Academy of Sciences, Beijing, China; State Key Laboratory of Efficient Utilization of Arid and Semi-Arid Arable Land in Northern China, Institute of Agricultural Resources and Regional Planning, Chinese Academy of Agricultural Sciences, Beijing, China; State Key Laboratory of Efficient Utilization of Arid and Semi-Arid Arable Land in Northern China, Institute of Agricultural Resources and Regional Planning, Chinese Academy of Agricultural Sciences, Beijing, China; School of Civil Engineering and Architecture, Shaanxi University of Technology, Hanzhong, China; Bureau of Housing & Urban-Rural Development and Management, China",IGARSS 2024 - 2024 IEEE International Geoscience and Remote Sensing Symposium,"5 Sep 2024","2024","","","6860","6863","Remote sensing-based evapotranspiration (ET) has been widely used in the study of global climate change, water resources management and precision agriculture. However, due to the relative coarser spatial resolution of thermal infrared data obtained by remote sensing, the retrievals of fine resolution ET through different remote sensing-based models were full of challenge. In this paper, a general ET downscaling method based on the land surface temperature-vegetation index (Ts-VI) triangle was proposed. 990 m resolution ET datasets obtained by aggregating 90 m surface energy balance algorithm for land (SEBAL)-derived estimates from Advanced Spaceborne Thermal Emission and Reflection Radiometer (ASTER) data over a spatial dimension of 9.9 km by 9.9 km around the AmeriFlux US-Ne1 site were downscaled to 90 m by using this new proposed Ts-VI-based ET downscaling method. Compared with the original 90 m ASTER ET, the 90 m downscaled ET results had a mean absolute error (MAE) of 19.2~40.2 W/m2, a root mean square error (RMSE) of 28.8~52.0 W/m2 and a bias of 1.7~2.4 W/m2.","2153-7003","979-8-3503-6032-5","10.1109/IGARSS53475.2024.10641058","National Natural Science Foundation of China; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10641058","Spatial downscaling;evapotranspiration;Ts-VI triangle","Precision agriculture;Energy resolution;Land surface;Radiometry;Spatial databases;Reflection;Spatial resolution","","","","9","IEEE","5 Sep 2024","","","IEEE","IEEE Conferences"
"A novel variable rate fertilization system based on the Android platform","Taosheng Xu; Ning Su; Rujing Wang; Liangtu Song","Department of Automation, University of Science and Technology of China, Hefei, China; Department of Automation, University of Science and Technology of China, Hefei, China; Institute of Intelligent Machines, Chinese Academy of Sciences, Hefei, China; Institute of Intelligent Machines, Chinese Academy of Sciences, Hefei, China",2015 IEEE International Conference on Progress in Informatics and Computing (PIC),"13 Jun 2016","2015","","","395","398","A variable rate fertilization system based on the Android platform is presented in this paper. It consists of a vehicle-mounted monitoring terminal and a variable rate actuator. The vehicle-mounted monitoring terminal is the key component for variable rate fertilization decision-making. It is responsible for collecting real time positioning information and outputting instructions to the variable rate actuator. With direct manipulation of a user interface, the vehicle-mounted monitoring terminal provides a good visual control platform for the variable rate fertilization process. As an outstanding mobile operating system, Android provides the perfect interface for Global Position System which can be easily used for the spatial positioning in variable rate fertilization. We apply the mobile geographic information system to obtain a map display and the spatial position searching. The variable rate actuator is implemented with a servo control system which can precisely adjust the application rate of fertilizer. A fertilization relational model is used as the control strategy for variable rate fertilization. The position control of the servo system shows a fast response speed with less overshoot for adjustment of the fertilizing amount.","","978-1-4673-9088-0","10.1109/PIC.2015.7489876","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7489876","variable rate fertilization;fertilizer prescription map;spatial grid recognition;Android;embedded system","Displacement measurement;Economics;Actuators;Robustness","","","","10","IEEE","13 Jun 2016","","","IEEE","IEEE Conferences"
"AI Based Smart Crop Prediction System for Karnataka State","S. Srivastava; B. J. J; R. B. Dan; Y. L; K. A; Y. M","New Horizon College of Engineering, Bengaluru, India; New Horizon College of Engineering, Bengaluru, India; New Horizon College of Engineering, Bengaluru, India; New Horizon College of Engineering, Bengaluru, India; New Horizon College of Engineering, Bengaluru, India; New Horizon College of Engineering, Bengaluru, India","2024 IEEE 11th Uttar Pradesh Section International Conference on Electrical, Electronics and Computer Engineering (UPCON)","12 May 2025","2024","","","1","6","This paper introduces Yield Smart- AI Based Smart Crop Prediction System [1],[6] for Karnataka State, a new machine learning and deep learning project designed to optimize agricultural decision-making by predicting the best crops to grow based on selected season and region. The system analyses historical data on crop yields and production to advise farmers with data-driven decisions. Such selection processes are going to enhance productivity, reduce the risks in agriculture, and ensure sustainable farming by making sure that crops are in optimal conditions of growth with historical performances. Basically, at the root of Yield Smart, it uses extensive and stringent data analysis. This system makes use of advanced machine learning algorithms by evidencing data from many sources, like weather, soil quality, and yield records [1],[2],[7] to determine which crops are best suited to plant during a certain period and in a particular location. The approach will help realize optimum yield and it provide information on decisions that can lead to better resources management with economic benefits for farmers. Yield Smart is, therefore, a gigantic step towards modernization of agriculture through technology and thus towards global food security and sustainability of farming.","2687-7767","979-8-3503-7872-6","10.1109/UPCON62832.2024.10983065","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10983065","Yield Smart;machine learning;deep learning;agricultural decision-making;crop prediction;historical data analysis;crop yields;production data;data-driven decisions;productivity enhancement;risk reduction;sustainable farming;optimal growth conditions;advanced algorithms;weather data;soil quality;yield records;resource management;economic benefits;modernization of agriculture;global food security;farming sustainability","Productivity;Deep learning;Data analysis;Decision making;Food security;Soil;Agriculture;Sustainable development;Farming;Meteorology","","","","11","IEEE","12 May 2025","","","IEEE","IEEE Conferences"
"AI for Smart Agriculture – A Deep Learning Based Turmeric Leaf Disease Detection","R. Selvaraj; M. S. G. Devasena; T. Satheesh; C. Sathishkumar","Department of Computer Science and Engineering, Dr.N.G.P. Institute of Technology, Coimbatore; Department of Computer Science and Engineering, Sri Ramakrishna Engineering College, Coimbatore; Department of Artificial Intelligence and Data Science, Dr.N.G.P. Institute of Technology, Coimbatore; Department of Computer Science and Engineering, RVS Technical Campus-Coimbatore, Coimbatore",2024 9th International Conference on Communication and Electronics Systems (ICCES),"6 Feb 2025","2024","","","1491","1495","Plants is one of the major food sources for world population. In addition to that, some plants and their outcomes are used in food preparation. One of the plants which is widely used in foods and having huge medicinal value is turmeric. Curcuma long the botanically named spice turmeric has large anti-inflammatory properties, antioxidants, etc., the tropical perennial plant is cultivated worldwide. Diseases in plant leaves is one of the serious factors that affects the turmeric cultivation. Leaf disease reduces the production and it requires continuous monitoring to avoid total loss. Manual monitoring is challenging when the crop is planted in large fields. Due to industrial revolution and smart agriculture concepts, artificial intelligence- based disease detection procedure is presented in recent times. Thus, in this research work a deep learning-based turmeric leaf disease detection model is presented using AlexNet. The leaf disease classification model is experimented with our own dataset which includes diseases like Leaf Spot Disease, Leaf Blight, Leaf Rot, and Leaf Curl. The experimentation results provide the maximum accuracy of proposed leaf disease classification model as 95.5% which is better than traditional machine learning models.","","979-8-3503-7797-2","10.1109/ICCES63552.2024.10859805","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10859805","Turmeric Leaf disease;Deep learning;classification;AlexNet","Smart agriculture;Support vector machines;Deep learning;Accuracy;Production;Manuals;Monitoring;Tuning;Random forests;Diseases","","","","18","IEEE","6 Feb 2025","","","IEEE","IEEE Conferences"
