DOI,Title,Authors,Year,Abstract,Include,Reason,Data Source
10.1109/IGARSS.2015.7326455,"Assessing land use induced disturbance to vegetation cover in the upper Molopo catchment, South Africa, using Landsat images",A. Turyahikayo,2015,"Historical images in archive can serve as data record for quantifying disturbance to vegetation cover. This study used the post-classification comparison change detection technique on a Landsat (TM, ETM+, OLI) image dataset (1989, 1996, 2005, 2013) in assessing long-term effects of land use factors on the vegetation cover of the upper Molopo river catchment, South Africa. The Normalized Difference Vegetation Index (NDVI) enhanced vegetation. Based on field data, three NDVI value classes that indicated the vegetation density could then be identified: high (NDVI > 0.5.), medium (NDVI 0.3-0.5), and low (NDVI <; 0.3). These NDVI classes were used in a supervised Maximum Likelihood Classification (MLC) of the respective images. Change in area of cover by the classes indicated a reduction in medium density vegetation, particularly within 5 kilometers of human settlements. There was a statistically significant correlation between human population and medium density vegetation (r = -0.960; P <; 0.01).",no,"The study area is explicitly stated as the 'upper Molopo catchment, South Africa', not Italy.",Landsat
10.1109/ISSE63315.2024.10741144,System reliability of fault-tolerant Wireless Sensor Network for precision agriculture,G. Patrizi; A. Bartolini; L. Ciani; M. Catelani,2024,"Wireless Sensor Networks (WSNs) are smart devices that are used to monitor multiple physical parameters of a complex system, plant, or process. Most of the time, WSNs need to be installed in harsh outdoor environments, impacting their overall reliability and availability. This paper investigates the influence of redundancy and fault tolerant architecture on the reliability of a WSN used in precision agriculture. Specifically, it investigates the design and deployment of a low-cost, self-powered WSN, assessing its reliability considering the real environmental conditions in which the systems need to operate, as well as taking into account the actual node placements in the field. The reliability of all the different wireless node and general subsystems has been studied using reliability prediction handbooks, and then combined by means of dedicated Reliability Block Diagrams. Furthermore, the estimation of the battery End-Of-Life based on a large degradation dataset has been considered and merged inside the reliability analysis in order to improve the accuracy of the system’s reliability.",no,The abstract mentions a 'large degradation dataset' without specifying any link to Italian agriculture or national coverage.,
10.1109/SMARTCOMP50058.2020.00027,Quantitative Analysis of Deep Leaf: a Plant Disease Detector on the Smart Edge,F. de Vita; G. Nocera; D. Bruneo; V. Tomaselli; D. Giacalone; S. K. Das,2020,"Diagnosis of plant health conditions is gaining significant attention in smart agriculture. Timely recognition of early symptoms of a disease can help avoid the spread of epidemics on the plantations. In this regard, most of the existing solutions use some AI techniques on smart edge devices (IoTs or intelligent Cyber Physical Systems), typically equipped with a hardware like sensors and actuators. However, the resource constraints on such devices like energy (power), memory and computation capability, make the execution of complex operations and AI algorithms (neural network models) for disease detection quite challenging. To this end, compression and quantization techniques offer viable solutions to reduce the memory footprint of neural networks while maximizing performance on the constrained devices. In this paper, we realized a real intelligent CPS on top of which we implemented an AI application, called Deep Leaf running on a microcontroller of the STM32 family, to detect coffee plant diseases with the help of a Quantized Convolutional Neural Network (Q-CNN) model. We present a quantitative analysis of Deep Leaf by comparing five different deep learning models: a 32-bit floating point model, a compressed model, and three different types of quantized models exhibiting differences in terms of accuracy, memory utilization, average inference time, and energy consumption. Experimental results show that the proposed Deep Leaf detector is able to correctly classify the plant health condition with an accuracy of 96%, thus demonstrating the feasibility of our approach on a Smart Edge platform.",no,"The abstract does not mention any specific dataset, and the subject (coffee plants) is not typically associated with Italian national-level agriculture.",
10.1109/IPAS55744.2022.10052855,White Flies and Black Aphids Detection in Field Vegetable Crops using Deep Learning,N. Giakoumoglou; E. M. Pechlivani; N. Katsoulas; D. Tzovaras,2022,"Digital image processing for the early detection of plant pests as insects in vegetable crops is essential for plant's yield and quality. In recent years, deep learning has made strides in the digital image processing, opening up new possibilities for pest monitoring. In this paper, state-of-the-art deep learning models are presented to detect common insect pests in vegetable cultivation named whiteflies and black aphids. Due to the absence of data sources addressing the aforementioned insect pests, adhesive traps for catching the target insects were used for the creation of an annotated image dataset. In total 225 images were collected, and 5904 insect instances were labelled by expert agronomists. This dataset faces many challenges such as the tiny size of objects, occlusions and resemblance. Object detection models were used like YOLOv3, YOLOv5, Faster R-CNN, Mask R-CNN, and RetinaNet as baseline algorithms for benchmark experiments. For achieving accurate results, data augmentation was used. This study has addressed these challenges by applying deep learning models which are able to deal with tiny object detection ascribed to very small insect size. The experiment results exhibit a mean Average Precision (mAP) of 75%. Dataset is available for download at https://zenodo.org/record/7139220",no,"The abstract describes the creation of a new dataset, but its geographical origin is not specified as being Italy.",
10.1109/IGARSS.2015.7327029,Spatial and temporal characterization of agricultural crop volumes by means of polarimetric SAR tomographyatc-band,H. Joerg; M. Pardini; I. Hajnsek,2015,"In this paper, agricultural crop volumes are analysed using (polarimetric) tomographic SAR methodologies. A procedure for the separation of the ground and volume multibaseline coherences is proposed. This separation is used in particular to investigate the polarization dependency of the vegetation vertical structure in order to get first insights about orientation effects. This analysis has been carried out for different crops and on different development stages. The presented results have been obtained by processing a multibaseline fully polarimetric data set purposely acquired at C-band by the DLR's airborne sensor F-SAR in 2014.",no,The abstract does not specify the geographical location where the multibaseline dataset was acquired.,
10.1109/IGARSS.2015.7326737,CO-POLAR SAR data classification as a tool for real time paddy-rice monitoring,Ç. Küçük; G. T. Kaya; E. Erten,2015,"The crop phenology retrieval on precision agriculture has been an important research area with the increasing demand on crops. Remotely sensed Synthetic Aperture Radar (SAR) data provides a simple possibility for automatic monitoring of agricultural fields due to the its inherit all-weather monitoring capability. Most of the studies rely on morphology based modelling of the electromagnetic backscattering which requires Monte Carlo simulations. In this paper, instead of modelling the backscattering of the signals for monitoring the crop fields, a classification scheme was implemented on the data acquired by TerraSAR-X by using the features extracted from backscattering coefficients with the machine learning algorithms which are Support Vector Machines, k-Nearest Neighbor and Regression Tree.",no,The abstract mentions data from the TerraSAR-X satellite but does not specify the geographical area of interest.,TerraSAR-X
10.1109/IGARSS.2015.7326956,A benchmark for scene classification of high spatial resolution remote sensing imagery,J. Hu; T. Jiang; X. Tong; G. -S. Xia; L. Zhang,2015,"Scene classification for high-resolution remotely sensed imagery have been widely investigated in recent years. However, there is few public, widely accepted and large scale dataset for benchmarking different methods. This paper presents a new and large dataset consisting of 5000 high-resolution remote sensing images which is manually labeled in 20 semantic classes for scene classification. Each class includes more than 200 image samples with different appearances. Some classic classification algorithms are compared on this dataset. To our knowledge, this work is the first time to give a public benchmark dataset at this size on the problem of scene classification in high-resolution remote sensing imagery, and give comparative results and analysis of various classic classification algorithms.",no,The paper presents a new benchmark dataset for remote sensing imagery without specifying any exclusively Italian national coverage.,
10.1109/JSTARS.2024.3375624,Vegetation Biomass and Nitrogen Content Estimation Using Ensembles: Regression and Active Learning Strategies for Field Sampling Reduction,D. Amitrano; G. Candiani; L. Cicala; M. De Mizio; F. Tufano,2024,"Optimization of agricultural practices is crucial to ensure high and sustainable food production. In this regard, hyperspectral remote sensing demonstrated its usefulness in the building of models able to predict several vegetation parameters. The effort, in terms of time and costs, of a remote sensing campaign depends on both the instruments to be exploited and the number of samples to be acquired for model calibration. Therefore, the reduction of field activities is important to limit monitoring costs. The purpose of this work is to demonstrate that the combination of appropriate active learning strategies and regression models can dramatically reduce the field work with negligible degradation of model prediction performance. This has been assessed by processing two different datasets. In the first experiment, estimated ryegrass biomass and nitrogen content resulted in average root-mean-square error (RMSE) values of 0.17 t/ha and 3.22 kg/ha against the best literature values, on the same dataset, of 0.20 t/ha and 4.68 kg/ha. In the second test, the estimation of maize biomass and nitrogen content with a reduced calibration dataset provided, respectively, an RMSE of 0.65 t/ha and 11.1 kg/ha against a reference value of 7.1 kg/ha concerning the estimation of nitrogen content. Depending on the settings, the developed methodology provides results comparable with the literature or negligibly degraded, despite a reduction of the calibration dataset up to 80%.",no,The abstract mentions two datasets (ryegrass and maize) but does not specify their geographical origin.,
10.1109/IGARSS47720.2021.9554878,Estimation of Field Scale Topsoil Properties of Agronomic Interest from Prisma Imaging Spectrometer Data,R. Casa; M. Tolomio; N. Mzid; S. Pignatti; S. Pascucci,2021,"On the 22 March 2019, the Italian Space Agency (ASI) launched the PRISMA satellite, having onboard a hyperspectral imager covering the 400–2500 nm range with 234 spectral bands and about 10 nm of bandwidth. The ground spatial resolution is 30 m, plus a panchromatic camera with 5 m spatial resolution. One of the potential application areas of this scientific mission is for precision agriculture applications, among which the mapping of field-scale variability of topsoil properties is of particular interest. PRISMA clear-sky hyperspectral images were acquired in autumn and spring 2019 over two agricultural areas, Maccarese (Central Italy), and Pignola (Southern Italy). An intensive soil sampling campaign was performed, using a ground sampling scheme adapted to PRISMA spatial 30 and 5 m (PAN) resolutions, in the fields where bare soil was exposed at the satellite acquisition dates. Soil texture (clay, silt, sand) and soil organic carbon (SOC) for the collected soil samples were then determined in the laboratory. The dataset was then used to test calibration and validation of PLS (Partial Least Squares) and Random Forest (RF) regressions, developed using PRISMA surface reflectance data. To this aim, several pre-treatment tests were performed. The results show that good results could be obtained especially for clay estimation.",no,"The data covers two specific agricultural areas in Italy, which is local/regional coverage, not the required national level coverage.",PRISMA
10.1109/ACCESS.2024.3451627,GreenLand: A Secure Land Registration Scheme for Blockchain and AI-Enabled Agriculture Industry 5.0,F. Naguji; N. Kumar Jadav; S. Tanwar; G. Pau; G. Sharma; F. Alqahtani; A. Tolba,2024,"The main aim of the proposed system is to facilitate secure and protected land registry in the domain of agriculture Industry 5.0. Considering the outlook of issues associated with it, we considered the blockchain and AI-based technology to fulfill the purpose of secure land registry. Establishing and confirming land ownership is essential for the land registry system in ensuring the protection of ownership rights, particularly crucial in the contexts of agriculture and Industry 5.0. In these sectors, land serves as a crucial resource for sustainable development and industrial innovation. Most of the existing works rely on legacy and centralized system to store land records; which result in high incidences of forgery and fraud. Therefore, maintaining a robust land registry system is essential to fostering economic investments, promoting green practices, and facilitating equitable access to land resources in agriculture and Industry 5.0 ecosystem. We proposed an AI and blockchain-enabled land registry system for agriculture and industry 5.0 that offers a more reliable, transparent, and efficient solution to the challenges of lack of transparency, data tampering, and inefficiency, which can result in disputes, fraudulent claims, and a lack of trust during the land registry. AI models, such as logistic regression (LR), support vector machine (SVM), random forest (RF), extreme gradient boosting (XGB), and light gradient boosting machine (LGBM), are employed to classify the fraud and non-fraud land data. Only the non-fraud land data is forwarded into the blockchain network, thereby reducing the computational overhead of the proposed land registry system. In the blockchain network, we designed various smart contracts that validate the land data with unparalleled efficiency and security. Further, the slither solidity source analyzer tool is used for smart contract vulnerability assessment. After the assessment, the smart contract is deployed using the Sepolia test network. The non-fraudulent land data is redirected to the interplanetary file system (IPFS) that stores the original data and forwards the associated hash into the blockchain’s immutable ledger. The entire proposed system is evaluated with different performance parameters, such as AI statistical measures including accuracy, ROC, log-loss score, blockchain scalability comparison, gas cost utilization, and bandwidth utilization. Furthermore, the vulnerability assessment of the smart contract is analyzed using Slither to highlight the working of proposed system without any vulnerabilities. The proposed blockchain and AI-based land registry system ensure a secure and intelligent pipeline to combat against land forgery activities.",no,The abstract describes a general system for land registry and does not mention any dataset with exclusively Italian national coverage.,
10.1109/MetroAgriFor52389.2021.9628547,Live weight prediction of cattle using deep image regression,A. Ruchay; K. Dorofeev; V. Kalschikov; V. Kolpakov; K. Dzhulamanov; H. Guo,2021,"The traditional linear regression algorithm is used to predict the live weight of livestock. However, this traditional method is inadequate for accurate prediction. Recently, a few researchers have successfully applied various machine learning algorithms for predicting the live body weight using livestock morphological measures. We investigate deep learning methods for developing a live weight prediction model based on image regression in this study. We use only RGB images and depth maps for predicting the live cattle weight. The best model for our study is the proposed model with MAPE 9.1% using the RGB images and the depth maps. We have shown results on real-world datasets that demonstrate that the proposed model can reach levels of weight measurement accuracy comparable to those obtained by traditional weighting.",no,The abstract mentions 'real-world datasets' of cattle images but does not specify their geographical origin.,
10.1109/BigData59044.2023.10386586,"Modular Deep Learning for Big Data: Motivation, Challenges, and Approaches",S. Menik; L. Ramaswamy,2023,"Deep learning (DL) technologies have the potential to fundamentally transform many Big Data domains ranging from agriculture and healthcare to transportation and entertainment. However, a large percentage of “non-tech” sectors have been unable to fully harness the power of DL technologies because of the lack of expertise, resources and training data for developing, tuning and managing DL models. The monolithic model paradigm that dominates the current DL landscape has a number of drawbacks that have impeded wider adoption of DL in various Big Data domains. This paper presents an alternate vision, namely modular DL paradigm. Semantically meaningful DL modules form the basic building blocks of this paradigm, and specific DL tasks are accomplished by creating pipelines of these modules. This paper motivates the need for modular DL through a case study that includes an experimental analysis examine the trade-offs between modular and monolithic DL paradigms. We discuss the challenges in designing a modular DL framework for robust and cost-effective Big Data analytics, and outline approaches to address the challenges.",no,The paper discusses a general deep learning paradigm and does not use or produce any specific dataset with Italian national coverage.,
10.1109/MetroAgriFor58484.2023.10424245,An Intelligent Q&A Module for Tea Diseases and Pests Based on Automatic Knowledge Graph Construction,Q. Huang; Y. Tao; S. Ding; Y. Liu; F. Marinello,2023,"Tea pests and diseases are among the primary constraints in the tea industry. However, practitioners often rely on books and the internet for pests and diseases information, leading to fragmented and time-consuming searches. Constructing a question-answering system based on a knowledge graph of tea pests and diseases can address these issues. This study utilizes the deep learning model BERT-BiLSTM-CRF to automatically extract triplets, enabling the automatic construction of the knowledge graph and automated question-answering based on it. This research facilitates the rapid development of a knowledge graph in the agricultural tea sector and provides solutions for the scientific prevention and control of tea pests and diseases.",no,The abstract does not specify that the data source has Italian coverage.,
10.1109/MetroAgriFor58484.2023.10424383,Uncertainty Model for NDVI Estimation from Multispectral Camera Measurements,F. Khalesi; P. Daponte; L. De Vito; F. Picariello; I. Tudosa,2023,"To accurately measure vegetation, soil, and environmental feature parameters in Precision Agriculture (PA), it is important to consider the quantity of uncertainty associated with these measurements. Assessing the uncertainty of vegetation indices provides information regarding the level of confidence of the classification usually done for determining the health status of vegetation. This paper proposes an uncertainty model for the Normalized Difference Vegetation Index (NDVI) estimation, which represents a key indicator used in PA for assessing plant health. The proposed model considers the limited bandwidth of the sensors embedded in a multi-spectral camera and the variability in optical density within their nominal wavelengths, specifically in the Red and Near Infrared bands, during the process of image acquisition. This variability is an uncertainty source in the NDVI measurements. The uncertainty model is applied to a dry and fresh Douglas fir leaves dataset [1]. The obtained uncertainty values fall within the range of 0.03 to 0.09 for both dry and fresh.",no,The dataset used is not specified as having Italian coverage.,
10.1109/MetroAgriFor58484.2023.10424235,Overcoming Limitations of IoT Installations: Active Sensing UGV for Agricultural Digital Twins,M. Pincheira; F. Shamsfakhr; J. Hueller; M. Vecchio,2023,"The Digital Twin (DT) concept has gained attention for its potential to enhance agricultural productivity and sustainability by creating virtual replicas of physical objects or environments. Fixed IoT installations enable the implementation of DTs as one of the main data sources; however, they introduce reliability, scalability, and cost limitations. Furthermore, these installations may miss crucial environmental changes, impacting the value of the collected data. This paper proposes an Unmanned Ground Vehicle (UGV) as an active sensing platform for enabling agricultural DTs. It integrates a mobile base with a modular sensing payload, including imaging and environmental sensors, to autonomously gather field information. The platform can replicate fixed IoT installations by incorporating a robotic arm, creating time-series datasets for comprehensive farm monitoring. Additionally, the platform can adapt to environmental changes by leveraging Edge AI and distributed learning techniques in the data collection process. To validate our proposal, we present a use case where the platform navigates through an orchard, collecting time-series data on fruits, using an RGB camera. The results from simulation and field experiments quantitatively evaluate the platform’s scalability, accuracy, and dynamicity.",no,The abstract does not specify that the data source has Italian coverage.,
10.1109/DASC/PiCom/CBDCom/Cy55231.2022.9928005,Predicting the soil organic carbon by recent machine learning algorithms,M. Uzair; S. Tomasiello; E. Loit; J. C. Wei-Lin,2022,"In this paper, we focus on the Soil Organic Carbon (SOC) prediction, to discuss a comparative analysis between two recently proposed techniques, namely the Adaptive Network-based Fuzzy Inference System (ANFIS) with fractional Tikhonov regularization and the Extreme Learning Machine (ELM) with the same kind of regularization. Three groups of experiments were performed using some publicly available datasets, in particular from Estonia. The results showed the good accuracy of the ANFIS-based approach.",no,"The dataset used is from Estonia, not Italy.",
10.1109/CASE59546.2024.10711368,DAVIS-Ag: A Synthetic Plant Dataset for Prototyping Domain-Inspired Active Vision in Agricultural Robots,T. Choi; D. Guevara; Z. Cheng; G. Bandodkar; C. Wang; B. N. Bailey; M. Earles; X. Liu,2024,"In agricultural environments, viewpoint planning can be a critical functionality for a robot with visual sensors to obtain informative observations of objects of interest (e.g., fruits) from complex structures of plant with random occlusions. Although recent studies on active vision have shown some potential for agricultural tasks, each model has been designed and validated on a unique environment that would not easily be replicated for benchmarking novel methods being developed later. In this paper, we introduce a dataset, so-called DAVIS-Ag, for promoting more extensive research on Domain-inspired Active VISion in Agriculture. To be specific, we leveraged our open-source ""AgML"" framework and 3D plant simulator of ""Helios"" to produce 502K RGB images from 30K densely sampled spatial locations in 632 synthetic orchards. Moreover, plant environments of strawberries, tomatoes, and grapes are considered at two different scales (i.e., Single-Plant and Multi-Plant). Useful labels are also provided for each image, including (1) bounding boxes and (2) instance segmentation masks for all identifiable fruits, and also (3) pointers to other images of the viewpoints that are reachable by an execution of action so as to simulate active viewpoint selections at each time step. Using DAVIS-Ag, we visualize motivating examples where fruit visibility can dramatically change depending on the pose of the camera view primarily due to occlusions by other components, such as leaves. Furthermore, we present several baseline models with experiment results for benchmarking in the task of target visibility maximization. Transferability to real strawberry environments is also investigated to demonstrate the feasibility of using the dataset for prototyping real-world solutions. For future research, our dataset is made publicly available online: https://github.com/ctyeong/DAVIS-Ag.",no,The dataset is synthetic and does not have Italian coverage.,
10.1109/MetroAgriFor52389.2021.9628437,Body Condition Score for Dairy Cows Method Based on Vision Transformer,Y. Wu; H. Guo; Z. Li; Q. Ma; Y. Zhao; A. Pezzuolo,2021,"Body condition score or body condition assessment, which is a quantitative analysis of the fat content in an animal’s body. The transformer model is widely used in computer vision, transformer does not need to rely on the structure of CNN, can achieve good results on image classification tasks, and is suitable for transfer learning. In this paper, we introduce the transformer structure into the field of body condition score for dairy cows. We collected 918 images for scoring the body condition of the dairy cows. On the collected data sets, we use traditional CNN, including ResNext-50, ResNet-50, ECA_NFNet, EfficientNet, EfficientNetV2, ResNext101, HRNet, to score cow body condition, and compare their accuracy with Swin transformer and Vision Transformer. Vision Transformer has achieved good estimation results in comparison with other traditional CNN in the area. Overall accuracy of BCS estimations within 0.25 units of difference from true values was 97.842%, while overall accuracy within 0.50 units was 99.640%. The transformer model for body condition score of dairy cows will be used in the farms gradually.",no,The dataset used is not specified as having Italian coverage.,
10.1109/TGRS.2018.2858004,Toward Global Soil Moisture Monitoring With Sentinel-1: Harnessing Assets and Overcoming Obstacles,B. Bauer-Marschallinger; V. Freeman; S. Cao; C. Paulik; S. Schaufler; T. Stachl; S. Modanesi; C. Massari; L. Ciabatta; L. Brocca; W. Wagner,2019,"Soil moisture is a key environmental variable, important to, e.g., farmers, meteorologists, and disaster management units. Here, we present a method to retrieve surface soil moisture (SSM) from the Sentinel-1 (S-1) satellites, which carry C-band Synthetic Aperture Radar (CSAR) sensors that provide the richest freely available SAR data source so far, unprecedented in accuracy and coverage. Our SSM retrieval method, adapting well-established change detection algorithms, builds the first globally deployable soil moisture observation data set with 1-km resolution. This paper provides an algorithm formulation to be operated in data cube architectures and high-performance computing environments. It includes the novel dynamic Gaussian upscaling method for spatial upscaling of SAR imagery, harnessing its field-scale information and successfully mitigating effects from the SAR's high signal complexity. Also, a new regression-based approach for estimating the radar slope is defined, coping with Sentinel-1's inhomogeneity in spatial coverage. We employ the S-1 SSM algorithm on a 3-year S-1 data cube over Italy, obtaining a consistent set of model parameters and product masks, unperturbed by coverage discontinuities. An evaluation of therefrom generated S-1 SSM data, involving a 1-km soil water balance model over Umbria, yields high agreement over plains and agricultural areas, with low agreement over forests and strong topography. While positive biases during the growing season are detected, the excellent capability to capture small-scale soil moisture changes as from rainfall or irrigation is evident. The S-1 SSM is currently in preparation toward operational product dissemination in the Copernicus Global Land Service.",no,"The dataset is global, which is an exclusion criterion.",
10.1109/TGRS.2015.2482001,Use of SAR Data for Detecting Floodwater in Urban and Agricultural Areas: The Role of the Interferometric Coherence,L. Pulvirenti; M. Chini; N. Pierdicca; G. Boni,2016,"The use of synthetic aperture radar (SAR) data is presently well established in operational services for flood management. Nevertheless, detecting inundated vegetation and urban areas still represents a critical issue, because the radar signatures of these targets are often ambiguous. This paper analyzes the role of the interferometric coherence in complementing intensity SAR data for mapping floods in agricultural and urban environments. The advantages of the joint use of intensity and coherence are first discussed in a theoretical way and then verified on a case study, namely, the flood that hit the Emilia-Romagna region (Northern Italy) in January 2014. The short revisit time of the COSMO-SkyMed images, as well as a dedicated acquisition plan tailored to the requirements of the Italian Civil Protection Department, has allowed us to build a data set of radar interferometric observations of the event. Results show that the analysis of the multitemporal trend of the coherence is useful for the interpretation of SAR data since it enables a considerable reduction of classification errors that could be committed considering intensity data only. Interferometric data have permitted us to distinguish zones where water receded from areas where it persisted for a longer time and, in one case, to measure changes of water level.",no,"The dataset has regional coverage (Emilia-Romagna), which is an exclusion criterion.",
10.1109/MetroAgriFor50201.2020.9277626,Tomato diseases Classification Based on VGG and Transfer Learning,L. Aversano; M. L. Bernardi; M. Cimitile; M. Iammarino; S. Rondinella,2020,"Information technologies can introduce important innovation in human life and daily activities. Among the most important innovations developed in recent years, those concerning the agriculture are particularly relevant even from an economic point of view.The main advantage is the cross-analysis of environmental, climatic, and cultural factors, which allows establishing the irrigation and nutritional needs of crops, preventing pathologies, identifying weeds before they proliferate.Specifically, the main contribution of this work consists in the use of three convolutional neural networks previously trained on a similar problem, which, starting from an image of a tomato leaf, using a transfer learning method, identify if the plant is sick and the type of disease. The proposed networks show a high precision and accuracy coefficient, demonstrating how the application of convolutional neural networks for this type of problem is very effective.",no,The abstract does not mention a dataset with Italian coverage.,
10.1109/MetroAgriFor58484.2023.10424403,Preliminary Results for Halyomorpha halys Monitoring Relying on a Custom Dataset,F. B. Sorbelli; L. Palazzetti; C. M. Pinotti,2023,"In this paper, we present a case study on the transition to informed automated decision-making processes in smart agriculture. Our focus is on addressing the challenges posed by the new invasive global pest, Halyomorpha halys(HH), which causes significant economic damage to fruit orchards. Specifically, we aim to automate the time- and labor-intensive process of HH scouting, which is traditionally performed by phytosanitary operators. Our objective is to demonstrate the pipeline of technological and methodological decisions necessary for automating the scouting process. To gather images from the orchard, we utilized a drone equipped with an RGB camera as well as other devices such as smartphones. Despite the suboptimal quality of the images captured by the drone’s camera, our computer vision algorithm for HH detection yields promising results. These findings serve as an encouragement to further explore the possibilities of technology transfer to the agriculture.",no,The dataset used is not specified as having Italian coverage.,
10.1109/IJCNN55064.2022.9892456,Complex-valued Butterfly Transform for Efficient Hyperspectral Image Processing,U. Singhal; S. X. Yu,2022,"Hyper-spectral imaging (HSI) is a critical remote sensing modality that captures high-resolution spectral information in addition to high spatial resolution. Due to its ability to capture rich information about the material properties of the target, HSI has found applications such as agriculture, ecological monitoring, urban planning, and medicine. However, HSI images tend to have high spatial resolution and many channels, thus requiring models that can integrate information over a large context and identify spectral signatures. HSI classification datasets are also highly imbalanced, sparsely labeled, and significantly smaller than standard vision datasets like ImageNet or CIFAR, thus motivating smaller models with high sample efficiency. This work combines the strengths of multi-scale representations and data-driven feature learning. We generalize the butterfly transform to a learned complex-valued butterfly layer, allowing for parameter-efficient extraction of hierarchical complex-valued features from 1D signals. This allows us to create a lean yet highly accurate hyperspectral image classification model. Benchmarked on the Indian Pines, ROSIS-03 Pavia University, and Salinas datasets, our method demonstrates accuracy on par with SSDGL while using $7\mathbf{x}$ fewer parameters. On the most imbalanced and sparsely labeled dataset, our method outperforms SSDGL.",no,"The datasets used are international, not exclusively Italian.",
10.1109/IGARSS.2015.7326163,Detection of seals in remote sensing images using features extracted from deep convolutional neural networks,A. -B. Salberg,2015,"In this paper, we propose an algorithm for automatic detection of seals in aerial remote sensing images using features extracted from a pre-trained deep convolutional neural network (CNN). The method consists of three stages: (i) Detection of potential objects, (ii) feature extraction and (iii) classification of potential objects. The first stage is application dependent, with the aim of detecting all seal pups in the image, with the expense of detecting a large amount of false objects. The second stage extracts generic image features from a local image corresponding to each potential seal detected in the first stage using a CNN trained on the ImageNet database. In the third stage we apply a linear support vector machine to classify the feature vectors extracted in the second stage. The proposed method was demonstrated to an aerial image that contains 84 pups and 128 adult harp seals, and the results show that we are able to detect the seals with high accuracy (2.7% for the adults and 7.3% for the pups). We conclude that deep CNNs trained on the ImageNet database are well suited as a feature extraction module, and using a simple linear SVM, we were able to separate seals from other objects with very high accuracy. We believe that this methodology may be applied to other remote sensing object recognition tasks.",no,The paper is not related to agriculture.,
10.1109/MetroAgriFor.2019.8909218,Canopy chlorophyll content and LAI estimation from Sentine1-2: vegetation indices and Sentine1-2 Leve1-2A automatic products comparison,N. Pasqualotto; S. F. Bolognesi; O. R. Belfiore; J. Delegido; G. D’Urso; J. Moreno,2019,"The aim of this work is to analyze different methodologies for the estimation of leaf area index (LAI) and canopy chlorophyll content (CCC), using the Sentine1-2 satellite. LAI and CCC are biophysical parameters indicator of crop health state and fundamental in the productivity prediction. The purpose is to define the most optimal LAI and CCC estimation method for operational use in the monitoring of agricultural areas. Moreover, the CCC and LAI automatic products obtained directly through the Sentinel Application Platform Software (SNAP) biophysical processor and Sentine1-2 images by means of an artificial neural network (ANN) are validated. On the other hand, common vegetation indices used to LAI and CCC retrieval are analyzed. Both methods were tested using a dataset composed of LAI and CCC in situ data, obtained in an agricultural area near Caserta (Italy). As a result, Sentine1-2 automatic products present good statistics for LAI $(\mathrm{R}^{2}=0.86$, RMSE $=0.80$) and CCC ($\mathrm{R}^{2}=0.85$, RMSE $=0.68\mathrm{g}/\mathrm{m}^{2}$), without producing saturation at high LAI values. On the other hand, the best index for LAI retrieval was the normalized SeLI index $(\mathrm{R}^{2} = 0.81$, RMSE $= 0.87$) and for CCC, the three-band TCARI index ($\mathrm{R}^{2} = 0.81$, RMSE $= 0.61 \mathrm{g}/\mathrm{m}^{2}$). But the SeLI index produces a saturation process with LAI values higher than 3.5. The main conclusion of this study, hence, is that Sentine1-2 Level 2A products, such as the LAI and CCC parameter, have great potential to be used automatically and operationally in agricultural studies, minimizing time and economic costs.",no,"The dataset has regional coverage (Caserta, Italy), which is an exclusion criterion.",
10.1109/IGARSS.2015.7326857,"Modis EVI, NDVI, WDRVI, daily and composite: Looking for the best choice to estimate phenological parameters from deciduous forests",S. Testa; L. Boschetti; E. B. Mondino,2015,"Surveying forest phenology through time helps evaluating climate change effects on ecosystems; Vegetation Indices (VIs) time series (TS) from MODIS imagery are key instruments to this. The objective of this work was to find the best combination of VI and MODIS data to estimate starting of season (SOS) dates on broad-leaved, temperate forests. We generated TS of EVI and NDVI and four WDRVI implementations using daily reflectances from MOD09GQ/MOD09GA products and 16-day composite VIs from the MOD13Q1 dataset from 2001 through 2012. MODIS-based SOS estimations were compared with phenological ground observations from the 50 broad-leaved plots of the RENECOFOR French forest network. Results showed that the use of composite TS led to estimations as good as daily TS. EVI, NDVI and, sometimes, WDRVI0.20, were the best estimators of advanced SOS; moreover, SOS best matched ground observations respective to EOS in all comparisons.",no,"The dataset used is from France, not Italy.",
10.1109/FUZZ-IEEE.2017.8015563,A fuzzy rule-based system utilizing differential evolution with an application in vis-NIR soil spectroscopy,N. L. Tsakiridis; J. B. Theocharis; G. C. Zalidis,2017,"In this paper, we present DECO3RUM (Differential Evolution based Cooperative and Competing learning of Compact Rule-based Models), an evolutionary Mamdani Fuzzy Rule-based System for modeling problems. DECO3RUM follows the Genetic Cooperative Competitive Learning approach, and utilizes the Differential Evolution algorithm as its learning algorithm. A real world high dimensional dataset from the domain of soil science was considered to evaluate the ability of DECO3RUM to handle Big Data problems, where the number of features is significant. DECO3RUM was shown to statistically out-perform the most prevailing methodology used in soil spectroscopy, namely the Partial Least Squares Regression algorithm.",no,The dataset used is not specified as having Italian coverage.,
