"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"A benchmark for scene classification of high spatial resolution remote sensing imagery","J. Hu; T. Jiang; X. Tong; G. -S. Xia; L. Zhang","Electronic Information School, Wuhan University, Wuhan, China; State Key Laboratory of LIESMARS, Wuhan University, Wuhan, China; State Key Laboratory of LIESMARS, Wuhan University, Wuhan, China; State Key Laboratory of LIESMARS, Wuhan University, Wuhan, China; State Key Laboratory of LIESMARS, Wuhan University, Wuhan, China",2015 IEEE International Geoscience and Remote Sensing Symposium (IGARSS),"12 Nov 2015","2015","","","5003","5006","Scene classification for high-resolution remotely sensed imagery have been widely investigated in recent years. However, there is few public, widely accepted and large scale dataset for benchmarking different methods. This paper presents a new and large dataset consisting of 5000 high-resolution remote sensing images which is manually labeled in 20 semantic classes for scene classification. Each class includes more than 200 image samples with different appearances. Some classic classification algorithms are compared on this dataset. To our knowledge, this work is the first time to give a public benchmark dataset at this size on the problem of scene classification in high-resolution remote sensing imagery, and give comparative results and analysis of various classic classification algorithms.","2153-7003","978-1-4799-7929-5","10.1109/IGARSS.2015.7326956","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7326956","benchmark;dataset;scene classification;remote sensing imagery","Remote sensing;Benchmark testing;Visualization;Semantics;Accuracy;Kernel;Rivers","","18","","12","IEEE","12 Nov 2015","","","IEEE","IEEE Conferences"
"Vegetation Biomass and Nitrogen Content Estimation Using Ensembles: Regression and Active Learning Strategies for Field Sampling Reduction","D. Amitrano; G. Candiani; L. Cicala; M. De Mizio; F. Tufano","Italian Aerospace Research Centre, Capua, Italy; Italian National Research Council, Milan, Italy; Italian Aerospace Research Centre, Capua, Italy; Italian Aerospace Research Centre, Capua, Italy; Italian Aerospace Research Centre, Capua, Italy",IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing,"9 Aug 2024","2024","17","","13473","13482","Optimization of agricultural practices is crucial to ensure high and sustainable food production. In this regard, hyperspectral remote sensing demonstrated its usefulness in the building of models able to predict several vegetation parameters. The effort, in terms of time and costs, of a remote sensing campaign depends on both the instruments to be exploited and the number of samples to be acquired for model calibration. Therefore, the reduction of field activities is important to limit monitoring costs. The purpose of this work is to demonstrate that the combination of appropriate active learning strategies and regression models can dramatically reduce the field work with negligible degradation of model prediction performance. This has been assessed by processing two different datasets. In the first experiment, estimated ryegrass biomass and nitrogen content resulted in average root-mean-square error (RMSE) values of 0.17 t/ha and 3.22 kg/ha against the best literature values, on the same dataset, of 0.20 t/ha and 4.68 kg/ha. In the second test, the estimation of maize biomass and nitrogen content with a reduced calibration dataset provided, respectively, an RMSE of 0.65 t/ha and 11.1 kg/ha against a reference value of 7.1 kg/ha concerning the estimation of nitrogen content. Depending on the settings, the developed methodology provides results comparable with the literature or negligibly degraded, despite a reduction of the calibration dataset up to 80%.","2151-1535","","10.1109/JSTARS.2024.3375624","Italian Ministry of Economic Development; MONICAP—Monitoraggio di Colture Agricole in Persistenza; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10465587","Active learning;biomass;hyperspectral (HS) remote sensing;nitrogen;precision agriculture","Calibration;Entropy;Predictive models;Histograms;Nitrogen;Crops;Uncertainty","","1","","34","CCBYNCND","11 Mar 2024","","","IEEE","IEEE Journals"
"Estimation of Field Scale Topsoil Properties of Agronomic Interest from Prisma Imaging Spectrometer Data","R. Casa; M. Tolomio; N. Mzid; S. Pignatti; S. Pascucci","Department of Agriculture, Forests, Nature and Energy (DAFNE), Università della Tuscia, Via San Camillo de Lellis, Viterbo, Italy; Department of Agriculture, Forests, Nature and Energy (DAFNE), Università della Tuscia, Via San Camillo de Lellis, Viterbo, Italy; Department of Agriculture, Forests, Nature and Energy (DAFNE), Università della Tuscia, Via San Camillo de Lellis, Viterbo, Italy; IMAA-CNR, Institute of Methodologies for Environmental Analysis-National Council of Research, Tito Scalo, Italy; IMAA-CNR, Institute of Methodologies for Environmental Analysis-National Council of Research, Tito Scalo, Italy",2021 IEEE International Geoscience and Remote Sensing Symposium IGARSS,"12 Oct 2021","2021","","","480","483","On the 22 March 2019, the Italian Space Agency (ASI) launched the PRISMA satellite, having onboard a hyperspectral imager covering the 400–2500 nm range with 234 spectral bands and about 10 nm of bandwidth. The ground spatial resolution is 30 m, plus a panchromatic camera with 5 m spatial resolution. One of the potential application areas of this scientific mission is for precision agriculture applications, among which the mapping of field-scale variability of topsoil properties is of particular interest. PRISMA clear-sky hyperspectral images were acquired in autumn and spring 2019 over two agricultural areas, Maccarese (Central Italy), and Pignola (Southern Italy). An intensive soil sampling campaign was performed, using a ground sampling scheme adapted to PRISMA spatial 30 and 5 m (PAN) resolutions, in the fields where bare soil was exposed at the satellite acquisition dates. Soil texture (clay, silt, sand) and soil organic carbon (SOC) for the collected soil samples were then determined in the laboratory. The dataset was then used to test calibration and validation of PLS (Partial Least Squares) and Random Forest (RF) regressions, developed using PRISMA surface reflectance data. To this aim, several pre-treatment tests were performed. The results show that good results could be obtained especially for clay estimation.","2153-7003","978-1-6654-0369-6","10.1109/IGARSS47720.2021.9554878","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9554878","hyperspectral;imaging spectroscopy;topsoil;clay;PLSR;random forests","Reflectivity;Radio frequency;Satellites;Estimation;Tools;Soil texture;Surface texture","","1","","2","IEEE","12 Oct 2021","","","IEEE","IEEE Conferences"
"GreenLand: A Secure Land Registration Scheme for Blockchain and AI-Enabled Agriculture Industry 5.0","F. Naguji; N. Kumar Jadav; S. Tanwar; G. Pau; G. Sharma; F. Alqahtani; A. Tolba","Department of Computer Science and Engineering, Institute of Technology, Nirma University, Ahmedabad, Gujarat, India; Department of Computer Science and Engineering, Institute of Technology, Nirma University, Ahmedabad, Gujarat, India; Department of Computer Science and Engineering, Institute of Technology, Nirma University, Ahmedabad, Gujarat, India; Faculty of Engineering and Architecture, Kore University of Enna, Enna, Italy; Department of Electrical Engineering Technology, University of Johannesburg, Johannesburg, South Africa; Department of Software Engineering, College of Computer and Information Sciences, King Saud University, Riyadh, Saudi Arabia; Department of Computer Science, Community College, King Saud University, Riyadh, Saudi Arabia",IEEE Access,"9 Sep 2024","2024","12","","120994","121009","The main aim of the proposed system is to facilitate secure and protected land registry in the domain of agriculture Industry 5.0. Considering the outlook of issues associated with it, we considered the blockchain and AI-based technology to fulfill the purpose of secure land registry. Establishing and confirming land ownership is essential for the land registry system in ensuring the protection of ownership rights, particularly crucial in the contexts of agriculture and Industry 5.0. In these sectors, land serves as a crucial resource for sustainable development and industrial innovation. Most of the existing works rely on legacy and centralized system to store land records; which result in high incidences of forgery and fraud. Therefore, maintaining a robust land registry system is essential to fostering economic investments, promoting green practices, and facilitating equitable access to land resources in agriculture and Industry 5.0 ecosystem. We proposed an AI and blockchain-enabled land registry system for agriculture and industry 5.0 that offers a more reliable, transparent, and efficient solution to the challenges of lack of transparency, data tampering, and inefficiency, which can result in disputes, fraudulent claims, and a lack of trust during the land registry. AI models, such as logistic regression (LR), support vector machine (SVM), random forest (RF), extreme gradient boosting (XGB), and light gradient boosting machine (LGBM), are employed to classify the fraud and non-fraud land data. Only the non-fraud land data is forwarded into the blockchain network, thereby reducing the computational overhead of the proposed land registry system. In the blockchain network, we designed various smart contracts that validate the land data with unparalleled efficiency and security. Further, the slither solidity source analyzer tool is used for smart contract vulnerability assessment. After the assessment, the smart contract is deployed using the Sepolia test network. The non-fraudulent land data is redirected to the interplanetary file system (IPFS) that stores the original data and forwards the associated hash into the blockchain’s immutable ledger. The entire proposed system is evaluated with different performance parameters, such as AI statistical measures including accuracy, ROC, log-loss score, blockchain scalability comparison, gas cost utilization, and bandwidth utilization. Furthermore, the vulnerability assessment of the smart contract is analyzed using Slither to highlight the working of proposed system without any vulnerabilities. The proposed blockchain and AI-based land registry system ensure a secure and intelligent pipeline to combat against land forgery activities.","2169-3536","","10.1109/ACCESS.2024.3451627","King Saud University, Riyadh, Saudi Arabia, through the Researchers Supporting Project(grant numbers:RSPD2024R681); Kore University of Enna, Enna, Italy; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10658643","INDEX TERMS Artificial intelligence;machine learning;land registry system;blockchain;Ethereum;Bitcoin;smart contracts","Blockchains;Smart contracts;Artificial intelligence;Agriculture;Fifth Industrial Revolution;Security;Open source software;Machine learning;Bitcoin","","3","","21","CCBYNCND","29 Aug 2024","","","IEEE","IEEE Journals"
"AGRIDS: an Advanced Multi-Modal Mapping Architecture for Robotics and Agriculture","J. Cox; M. Hanheide; R. Polvara","Lincoln Centre for Autonomous Systems (LCAS), University of Lincoln, UK; Lincoln Centre for Autonomous Systems (LCAS), University of Lincoln, UK; Lincoln Centre for Autonomous Systems (LCAS), University of Lincoln, UK",2024 IEEE 20th International Conference on Automation Science and Engineering (CASE),"23 Oct 2024","2024","","","2531","2536","In this paper, we address the lack of standardisation in mapping and data storage in robotics and agriculture, aiming to effectively represent and store spatial, semantic, and temporal data for both applications. We propose a novel approach that integrates data from various sources, such as robotic and static sensors, to create comprehensive maps crucial for precision agriculture. Our architecture bridges the gap between robotics and agriculture domains, managing the storage of robotics sensor data and structured data. We combine technologies from context brokers, databases and object storage to integrate multi-modal data to enable more context-aware decision-making, paving the way for advancements in robotics and precision agriculture. Our proposed framework is open-source and available on our repository 1","2161-8089","979-8-3503-5851-3","10.1109/CASE59546.2024.10711678","Innovate UK; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10711678","","Precision agriculture;Image sensors;Protocols;Semantics;Decision making;Memory;Robot sensing systems;Sensor systems;Sensors;Optimization","","","","60","IEEE","23 Oct 2024","","","IEEE","IEEE Conferences"
"Live weight prediction of cattle using deep image regression","A. Ruchay; K. Dorofeev; V. Kalschikov; V. Kolpakov; K. Dzhulamanov; H. Guo","Federal Research Centre of Biological Systems and Agro-Technologies of RAS, Orenburg, Russia; Federal Research Centre of Biological Systems and Agro-Technologies of RAS, Orenburg, Russia; Federal Research Centre of Biological Systems and Agro-Technologies of RAS, Orenburg, Russia; Federal Research Centre of Biological Systems and Agro-Technologies of RAS, Orenburg, Russia; Federal Research Centre of Biological Systems and Agro-Technologies of RAS, Orenburg, Russia; College of Land Science and Technology, China Agricultural University, Beijing, China",2021 IEEE International Workshop on Metrology for Agriculture and Forestry (MetroAgriFor),"3 Dec 2021","2021","","","32","36","The traditional linear regression algorithm is used to predict the live weight of livestock. However, this traditional method is inadequate for accurate prediction. Recently, a few researchers have successfully applied various machine learning algorithms for predicting the live body weight using livestock morphological measures. We investigate deep learning methods for developing a live weight prediction model based on image regression in this study. We use only RGB images and depth maps for predicting the live cattle weight. The best model for our study is the proposed model with MAPE 9.1% using the RGB images and the depth maps. We have shown results on real-world datasets that demonstrate that the proposed model can reach levels of weight measurement accuracy comparable to those obtained by traditional weighting.","","978-1-6654-0533-1","10.1109/MetroAgriFor52389.2021.9628547","Russian Science Foundation; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9628547","Prediction;live weight;Hereford cattle;deep learning;image regression","Weight measurement;Deep learning;Point cloud compression;Machine learning algorithms;Cows;Predictive models;Prediction algorithms","","1","","24","IEEE","3 Dec 2021","","","IEEE","IEEE Conferences"
"Modular Deep Learning for Big Data: Motivation, Challenges, and Approaches","S. Menik; L. Ramaswamy","School of Computing, University of Georgia, Athens, Georgia, United States; School of Computing, University of Georgia, Athens, Georgia, United States",2023 IEEE International Conference on Big Data (BigData),"22 Jan 2024","2023","","","5299","5304","Deep learning (DL) technologies have the potential to fundamentally transform many Big Data domains ranging from agriculture and healthcare to transportation and entertainment. However, a large percentage of “non-tech” sectors have been unable to fully harness the power of DL technologies because of the lack of expertise, resources and training data for developing, tuning and managing DL models. The monolithic model paradigm that dominates the current DL landscape has a number of drawbacks that have impeded wider adoption of DL in various Big Data domains. This paper presents an alternate vision, namely modular DL paradigm. Semantically meaningful DL modules form the basic building blocks of this paradigm, and specific DL tasks are accomplished by creating pipelines of these modules. This paper motivates the need for modular DL through a case study that includes an experimental analysis examine the trade-offs between modular and monolithic DL paradigms. We discuss the challenges in designing a modular DL framework for robust and cost-effective Big Data analytics, and outline approaches to address the challenges.","","979-8-3503-2445-7","10.1109/BigData59044.2023.10386586","U.S. Department of Agriculture; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10386586","deep learning;machine learning;modularity;deep learning solution engineering;machine learning systems","Deep learning;Pipelines;Transportation;Training data;Transforms;Medical services;Big Data","","1","","11","IEEE","22 Jan 2024","","","IEEE","IEEE Conferences"
"An Intelligent Q&A Module for Tea Diseases and Pests Based on Automatic Knowledge Graph Construction","Q. Huang; Y. Tao; S. Ding; Y. Liu; F. Marinello","College of Information Engineering, Sichuan Agricultural University, Yaan City, China; College of Information Engineering, Sichuan Agricultural University, Yaan City, China; College of Information Engineering, Sichuan Agricultural University, Yaan City, China; Sichuan Academy of Agricultural Sciences, Agricultural Information and Rural Economy Institute, Chengdu City, China; Dept. TeSAF, University of Padova, Padua City, Italy",2023 IEEE International Workshop on Metrology for Agriculture and Forestry (MetroAgriFor),"12 Feb 2024","2023","","","66","70","Tea pests and diseases are among the primary constraints in the tea industry. However, practitioners often rely on books and the internet for pests and diseases information, leading to fragmented and time-consuming searches. Constructing a question-answering system based on a knowledge graph of tea pests and diseases can address these issues. This study utilizes the deep learning model BERT-BiLSTM-CRF to automatically extract triplets, enabling the automatic construction of the knowledge graph and automated question-answering based on it. This research facilitates the rapid development of a knowledge graph in the agricultural tea sector and provides solutions for the scientific prevention and control of tea pests and diseases.","","979-8-3503-1272-0","10.1109/MetroAgriFor58484.2023.10424245","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10424245","BERT-BiLSTM-CRF;knowledge graph;triplet;tea pests and diseases;knowledge question and answer","Deep learning;Knowledge graphs;Production;Forestry;Metrology;Task analysis;Diseases","","3","","9","IEEE","12 Feb 2024","","","IEEE","IEEE Conferences"
"Flexible architecture to automate farm machinery operation: Preliminary results","B. Taylor; G. S. Gupta; K. Mercer","School of Engineering and Advanced Technology Massey University, Palmerston North, New Zealand; School of Engineering and Advanced Technology Massey University, Palmerston North, New Zealand; School of Engineering and Advanced Technology Massey University, Palmerston North, New Zealand",2016 IEEE Sensors Applications Symposium (SAS),"30 May 2016","2016","","","1","5","A versatile framework for automation of sophisticated farm machinery has been proposed in this paper. The paper details the functional design and development of the hardware and software architecture of the framework for electronic monitoring and control of a complex system. The framework aims to provide a user friendly bridge between the digital world and the physical world and covers the core software functionalities for monitoring and control. The user interface is hosted on a local web server running off a single board computer. This interface is accessed by a web browser on a mobile device (such as a smart phone or a tablet) through a Wi-Fi connection. The computer monitors and controls the mounted sensors and actuators through an I/O extension cape. It stores all monitored data and control updates in a database. The user interface is updated regularly to ensure that what the operator sees is the latest information. The paper summarizes the outcome of implementing the framework using a few sensors and actuators in a lab environment.","","978-1-4799-7250-0","10.1109/SAS.2016.7479879","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7479879","Wireless Sensor Network;Single Board Computer;monitor and control;Farm Machinery Automation","Monitoring;Sensors;Computers;Databases;Software;Pins;Actuators","","","","18","IEEE","30 May 2016","","","IEEE","IEEE Conferences"
"Uncertainty Model for NDVI Estimation from Multispectral Camera Measurements","F. Khalesi; P. Daponte; L. De Vito; F. Picariello; I. Tudosa","Department of Engineering, University of Sannio, Benevento, Italy; Department of Engineering, University of Sannio, Benevento, Italy; Department of Engineering, University of Sannio, Benevento, Italy; Department of Engineering, University of Sannio, Benevento, Italy; Department of Engineering, University of Sannio, Benevento, Italy",2023 IEEE International Workshop on Metrology for Agriculture and Forestry (MetroAgriFor),"12 Feb 2024","2023","","","444","448","To accurately measure vegetation, soil, and environmental feature parameters in Precision Agriculture (PA), it is important to consider the quantity of uncertainty associated with these measurements. Assessing the uncertainty of vegetation indices provides information regarding the level of confidence of the classification usually done for determining the health status of vegetation. This paper proposes an uncertainty model for the Normalized Difference Vegetation Index (NDVI) estimation, which represents a key indicator used in PA for assessing plant health. The proposed model considers the limited bandwidth of the sensors embedded in a multi-spectral camera and the variability in optical density within their nominal wavelengths, specifically in the Red and Near Infrared bands, during the process of image acquisition. This variability is an uncertainty source in the NDVI measurements. The uncertainty model is applied to a dry and fresh Douglas fir leaves dataset [1]. The obtained uncertainty values fall within the range of 0.03 to 0.09 for both dry and fresh.","","979-8-3503-1272-0","10.1109/MetroAgriFor58484.2023.10424383","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10424383","Measurement Uncertainty;Multispectral and Hyperspectral Imaging;Optical Density;UAVs;NDVI;PA.","Uncertainty;Soil measurements;Density measurement;Measurement uncertainty;Vegetation mapping;Estimation;Optical sensors","","4","","20","IEEE","12 Feb 2024","","","IEEE","IEEE Conferences"
"Overcoming Limitations of IoT Installations: Active Sensing UGV for Agricultural Digital Twins","M. Pincheira; F. Shamsfakhr; J. Hueller; M. Vecchio","OpenIoT Research Unit Fondazione Bruno Kessler, Trento, Italy; OpenIoT Research Unit Fondazione Bruno Kessler, Trento, Italy; OpenIoT Research Unit Fondazione Bruno Kessler, Trento, Italy; OpenIoT Research Unit Fondazione Bruno Kessler, Trento, Italy",2023 IEEE International Workshop on Metrology for Agriculture and Forestry (MetroAgriFor),"12 Feb 2024","2023","","","319","324","The Digital Twin (DT) concept has gained attention for its potential to enhance agricultural productivity and sustainability by creating virtual replicas of physical objects or environments. Fixed IoT installations enable the implementation of DTs as one of the main data sources; however, they introduce reliability, scalability, and cost limitations. Furthermore, these installations may miss crucial environmental changes, impacting the value of the collected data. This paper proposes an Unmanned Ground Vehicle (UGV) as an active sensing platform for enabling agricultural DTs. It integrates a mobile base with a modular sensing payload, including imaging and environmental sensors, to autonomously gather field information. The platform can replicate fixed IoT installations by incorporating a robotic arm, creating time-series datasets for comprehensive farm monitoring. Additionally, the platform can adapt to environmental changes by leveraging Edge AI and distributed learning techniques in the data collection process. To validate our proposal, we present a use case where the platform navigates through an orchard, collecting time-series data on fruits, using an RGB camera. The results from simulation and field experiments quantitatively evaluate the platform’s scalability, accuracy, and dynamicity.","","979-8-3503-1272-0","10.1109/MetroAgriFor58484.2023.10424235","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10424235","Robotics;Agriculture;Digital Twin;Active Sensing;UGV;IoT","Scalability;Soft sensors;Robot vision systems;Robot sensing systems;Digital twins;Reliability;Sustainable development","","5","","21","IEEE","12 Feb 2024","","","IEEE","IEEE Conferences"
"Predicting the soil organic carbon by recent machine learning algorithms","M. Uzair; S. Tomasiello; E. Loit; J. C. Wei-Lin","Institute of Computer Science, University of Tartu, Tartu, Estonia; Institute of Computer Science, University of Tartu, Tartu, Estonia; Institute of Agricultural and Environmental Sciences, Estonian University of Life Sciences, Tartu, Estonia; Department of Computer Science, Electrical Engineering and Mathematical Sciences, Western Norway University of Applied Sciences, Bergen, Norway","2022 IEEE Intl Conf on Dependable, Autonomic and Secure Computing, Intl Conf on Pervasive Intelligence and Computing, Intl Conf on Cloud and Big Data Computing, Intl Conf on Cyber Science and Technology Congress (DASC/PiCom/CBDCom/CyberSciTech)","13 Dec 2022","2022","","","1","7","In this paper, we focus on the Soil Organic Carbon (SOC) prediction, to discuss a comparative analysis between two recently proposed techniques, namely the Adaptive Network-based Fuzzy Inference System (ANFIS) with fractional Tikhonov regularization and the Extreme Learning Machine (ELM) with the same kind of regularization. Three groups of experiments were performed using some publicly available datasets, in particular from Estonia. The results showed the good accuracy of the ANFIS-based approach.","","978-1-6654-6297-6","10.1109/DASC/PiCom/CBDCom/Cy55231.2022.9928005","European Social Fund; European Regional Development Fund; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9928005","fractional;regularization;Tikhonov;fuzzy;ran-domized","Training;Fuzzy logic;Adaptive systems;Machine learning algorithms;Extreme learning machines;Soil;Big Data","","4","","25","IEEE","13 Dec 2022","","","IEEE","IEEE Conferences"
"DAVIS-Ag: A Synthetic Plant Dataset for Prototyping Domain-Inspired Active Vision in Agricultural Robots","T. Choi; D. Guevara; Z. Cheng; G. Bandodkar; C. Wang; B. N. Bailey; M. Earles; X. Liu","Department of Information Technology, Kennesaw State University, USA; Department of Viticulture and Enology, The University of California, Davis, USA; Department of Computer Science, The University of California, Davis, USA; Department of Computer Science, The University of California, Davis, USA; Department of Computer Science, The University of California, Davis, USA; Department of Plant Sciences, The University of California, Davis, USA; Department of Viticulture and Enology, The University of California, Davis, USA; Department of Computer Science, The University of California, Davis, USA",2024 IEEE 20th International Conference on Automation Science and Engineering (CASE),"23 Oct 2024","2024","","","2524","2530","In agricultural environments, viewpoint planning can be a critical functionality for a robot with visual sensors to obtain informative observations of objects of interest (e.g., fruits) from complex structures of plant with random occlusions. Although recent studies on active vision have shown some potential for agricultural tasks, each model has been designed and validated on a unique environment that would not easily be replicated for benchmarking novel methods being developed later. In this paper, we introduce a dataset, so-called DAVIS-Ag, for promoting more extensive research on Domain-inspired Active VISion in Agriculture. To be specific, we leveraged our open-source ""AgML"" framework and 3D plant simulator of ""Helios"" to produce 502K RGB images from 30K densely sampled spatial locations in 632 synthetic orchards. Moreover, plant environments of strawberries, tomatoes, and grapes are considered at two different scales (i.e., Single-Plant and Multi-Plant). Useful labels are also provided for each image, including (1) bounding boxes and (2) instance segmentation masks for all identifiable fruits, and also (3) pointers to other images of the viewpoints that are reachable by an execution of action so as to simulate active viewpoint selections at each time step. Using DAVIS-Ag, we visualize motivating examples where fruit visibility can dramatically change depending on the pose of the camera view primarily due to occlusions by other components, such as leaves. Furthermore, we present several baseline models with experiment results for benchmarking in the task of target visibility maximization. Transferability to real strawberry environments is also investigated to demonstrate the feasibility of using the dataset for prototyping real-world solutions. For future research, our dataset is made publicly available online: https://github.com/ctyeong/DAVIS-Ag.","2161-8089","979-8-3503-5851-3","10.1109/CASE59546.2024.10711368","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10711368","","Instance segmentation;Visualization;Three-dimensional displays;Computer aided software engineering;Plants (biology);Pipelines;Benchmark testing;Robot sensing systems;Sensors;Planning","","1","","46","IEEE","23 Oct 2024","","","IEEE","IEEE Conferences"
"Body Condition Score for Dairy Cows Method Based on Vision Transformer","Y. Wu; H. Guo; Z. Li; Q. Ma; Y. Zhao; A. Pezzuolo","College of Information and Electrical Engineering, China Agricultural University, Beijing, China; College of Information and Electrical Engineering, College of Land Science and Technology, China Agricultural University, Beijing, China; College of Information and Electrical Engineering, China Agricultural University, Beijing, China; College of Information and Electrical Engineering, China Agricultural University, Beijing, China; College of Information and Electrical Engineering, China Agricultural University, Beijing, China; Department of Land, Environment, Agriculture, and Forestry, University of Padova, Legnaro, PD, Italy",2021 IEEE International Workshop on Metrology for Agriculture and Forestry (MetroAgriFor),"3 Dec 2021","2021","","","37","41","Body condition score or body condition assessment, which is a quantitative analysis of the fat content in an animal’s body. The transformer model is widely used in computer vision, transformer does not need to rely on the structure of CNN, can achieve good results on image classification tasks, and is suitable for transfer learning. In this paper, we introduce the transformer structure into the field of body condition score for dairy cows. We collected 918 images for scoring the body condition of the dairy cows. On the collected data sets, we use traditional CNN, including ResNext-50, ResNet-50, ECA_NFNet, EfficientNet, EfficientNetV2, ResNext101, HRNet, to score cow body condition, and compare their accuracy with Swin transformer and Vision Transformer. Vision Transformer has achieved good estimation results in comparison with other traditional CNN in the area. Overall accuracy of BCS estimations within 0.25 units of difference from true values was 97.842%, while overall accuracy within 0.50 units was 99.640%. The transformer model for body condition score of dairy cows will be used in the farms gradually.","","978-1-6654-0533-1","10.1109/MetroAgriFor52389.2021.9628437","National Natural Science Foundation of China; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9628437","body condition score;vision transformer;deep learning;CNN","Statistical analysis;Transfer learning;Estimation;Forestry;Cows;Metrology;Transformers","","3","","18","IEEE","3 Dec 2021","","","IEEE","IEEE Conferences"
"Toward Global Soil Moisture Monitoring With Sentinel-1: Harnessing Assets and Overcoming Obstacles","B. Bauer-Marschallinger; V. Freeman; S. Cao; C. Paulik; S. Schaufler; T. Stachl; S. Modanesi; C. Massari; L. Ciabatta; L. Brocca; W. Wagner","Department of Geodesy and Geoinformation, Vienna University of Technology, Vienna, Austria; Department of Geodesy and Geoinformation, Vienna University of Technology, Vienna, Austria; Department of Geodesy and Geoinformation, Vienna University of Technology, Vienna, Austria; Department of Geodesy and Geoinformation, Vienna University of Technology, Vienna, Austria; Department of Geodesy and Geoinformation, Vienna University of Technology, Vienna, Austria; Department of Geodesy and Geoinformation, Vienna University of Technology, Vienna, Austria; Research Institute for Geo-Hydrological Protection, National Research Council, Perugia, Italy; Research Institute for Geo-Hydrological Protection, National Research Council, Perugia, Italy; Research Institute for Geo-Hydrological Protection, National Research Council, Perugia, Italy; Research Institute for Geo-Hydrological Protection, National Research Council, Perugia, Italy; Department of Geodesy and Geoinformation, Vienna University of Technology, Vienna, Austria",IEEE Transactions on Geoscience and Remote Sensing,"24 Dec 2018","2019","57","1","520","539","Soil moisture is a key environmental variable, important to, e.g., farmers, meteorologists, and disaster management units. Here, we present a method to retrieve surface soil moisture (SSM) from the Sentinel-1 (S-1) satellites, which carry C-band Synthetic Aperture Radar (CSAR) sensors that provide the richest freely available SAR data source so far, unprecedented in accuracy and coverage. Our SSM retrieval method, adapting well-established change detection algorithms, builds the first globally deployable soil moisture observation data set with 1-km resolution. This paper provides an algorithm formulation to be operated in data cube architectures and high-performance computing environments. It includes the novel dynamic Gaussian upscaling method for spatial upscaling of SAR imagery, harnessing its field-scale information and successfully mitigating effects from the SAR's high signal complexity. Also, a new regression-based approach for estimating the radar slope is defined, coping with Sentinel-1's inhomogeneity in spatial coverage. We employ the S-1 SSM algorithm on a 3-year S-1 data cube over Italy, obtaining a consistent set of model parameters and product masks, unperturbed by coverage discontinuities. An evaluation of therefrom generated S-1 SSM data, involving a 1-km soil water balance model over Umbria, yields high agreement over plains and agricultural areas, with low agreement over forests and strong topography. While positive biases during the growing season are detected, the excellent capability to capture small-scale soil moisture changes as from rainfall or irrigation is evident. The S-1 SSM is currently in preparation toward operational product dissemination in the Copernicus Global Land Service.","1558-0644","","10.1109/TGRS.2018.2858004","Copernicus Global Land Service; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8444430","Change detection algorithms;Copernicus;image sampling;Sentinel-1;soil moisture","Soil moisture;Synthetic aperture radar;Sensors;Image resolution;Monitoring;Signal resolution","","303","","92","IEEE","22 Aug 2018","","","IEEE","IEEE Journals"
