"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Task Planning on Stochastic Aisle Graphs for Precision Agriculture","X. Kan; T. C. Thayer; S. Carpin; K. Karydis","Department of Electrical, and Computer Engineering, University of California, Riverside, USA; Department of Computer Science and Engineering, University of California, Merced, Merced, CA, USA; Department of Computer Science and Engineering, University of California, Merced, Merced, CA, USA; Department of Electrical, and Computer Engineering, University of California, Riverside, USA",IEEE Robotics and Automation Letters,"24 Mar 2021","2021","6","2","3287","3294","This work addresses task planning under uncertainty for precision agriculture applications whereby task costs are uncertain and the gain of completing a task is proportional to resource consumption (such as water consumption in precision irrigation). The goal is to complete all tasks while prioritizing those that are more urgent, and subject to diverse budget thresholds and stochastic costs for tasks. To describe agriculture-related environments that incorporate stochastic costs to complete tasks, a new Stochastic-Vertex-Cost Aisle Graph (SAG) is introduced. Then, a task allocation algorithm, termed Next-Best-Action Planning (NBA-P), is proposed. NBA-P utilizes the underlying structure enabled by SAG, and tackles the task planning problem by simultaneously determining the optimal tasks to perform and an optimal time to exit (i.e. return to a base station), at run-time. The proposed approach is tested with both simulated data and real-world experimental datasets collected in a commercial vineyard, in both single- and multi-robot scenarios. In all cases, NBA-P outperforms other evaluated methods in terms of return per visited vertex, wasted resources resulting from aborted tasks (i.e. when a budget threshold is exceeded), and total visited vertices.","2377-3766","","10.1109/LRA.2021.3062337","NSF(grant numbers:#IIS-1724341,#IIS-1901379,#DGE-1633722); USDA-NIFA(grant numbers:#2017-67021-25925,#2021-67022-33453); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9363549","Planning;robotics and automation in agriculture and forestry;scheduling and coordination;task and motion planning","Task analysis;Robots;Planning;Base stations;Agriculture;Stochastic processes;Robot kinematics","","21","","38","CCBY","25 Feb 2021","","","IEEE","IEEE Journals"
"Hybrid CNN Model for Classification of Rumex Obtusifolius in Grassland","A. H. Al-Badri; N. A. Ismail; K. Al-Dulaimi; A. Rehman; I. Abunadi; S. A. Bahaj","School of Computing, Faculty of Engineering, Universiti Teknologi Malaysia, Johor Bahru, Malaysia; School of Computing, Faculty of Engineering, Universiti Teknologi Malaysia, Johor Bahru, Malaysia; Computer Science Department, College of Science, Al-Nahrain University, Baghdad, Iraq; Artificial Intelligence and Data Analytics Laboratory, CCIS, Prince Sultan University, Riyadh, Saudi Arabia; Artificial Intelligence and Data Analytics Laboratory, CCIS, Prince Sultan University, Riyadh, Saudi Arabia; MIS Department, College of Business Administration, Prince Sattam bin Abdulaziz University, Al-Kharj, Saudi Arabia",IEEE Access,"5 Sep 2022","2022","10","","90940","90957","Rumex obtusifolius Linnaeus (R. obtu. L.) is one of the vital broad-leaved weeds in grassland that needs removal. It affects dairy products and reduces their quality. Hand-removal methods are costly and time-consuming. Chemical treatment using herbicides has a negative impact on crops and causes environmental pollution. In smart farming, weeding is performed by using computer vision to recognize the weeds efficiently and effectively. Conventional machine learning (ML)-based algorithms face challenges, especially in identifying the weeds in real-world data due to a lack of features. Deep learning (DL) approaches use self-learning to extract all potential features that assist in classifying malignant weed species accurately. Recently, single deep learning methods achieved high performance in identifying well-separated and illumination but suffered from misclassification in more sophisticated cases such as overlapping and partial occlusion leaves. This paper presents a hybrid Convolutional Neural Network (CNN) model of three state-of-the-art CNNs to classify Rumex obtusifolius. The proposed model utilizes convolutional neural networks to extract features and classify images. The framework of the proposed method comprises three paramount stages to accomplish the classification key idea, including the data preparation phase, pre-processing phase, and classification phase. A hybrid model of three CNN extractor networks is used as the backbone in the classification stage. Our tested data is real-world data that includes multi-circumstances (overlap, occlusion, various illuminations, etc.) acquired from nature. The first extractor is the Visual Graphics Group-16 (VGG-16) for well-separated leaves and non-complicated issues. The second extractor is Residential Energy Services Network-50 (ResNet-50), to overcome complex real-world issues. The third extractor is Inception-v3 to solve the illumination problem. Therefore, combining three networks into one model improves the discriminatory ability to extract additional useful features. The proposed model has been tested using two benchmark datasets for Rumex weed plants. Both of these datasets were captured in real-world environments. The first dataset consists of 900 samples, while the second dataset consists of 677 samples. Each dataset is individually tested in the proposed model to evaluate the classification accuracy using a set of standard evaluation metrics including accuracy, precession, recall, True-Positive Rate (TPR), False-Positive Rate (FPR), and F1-score. The total averages of the proposed model on both datasets are 97.51%, 97.4%, 94.45%, and 95.9% on the accuracy, recall, precision, and F1-score, respectively.","2169-3536","","10.1109/ACCESS.2022.3200603","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9864151","CNN networks;ensemble models;real-world data;weed classification;economic growth","Feature extraction;Convolutional neural networks;Lighting;Computational modeling;Crops;Chemicals;Visualization;Economics;Agriculture;Classification algorithms ","","18","","58","CCBY","22 Aug 2022","","","IEEE","IEEE Journals"
"Joint Stem Detection and Crop-Weed Classification for Plant-Specific Treatment in Precision Farming","P. Lottes; J. Behley; N. Chebrolu; A. Milioto; C. Stachniss","The University of Bonn, Germany; The University of Bonn, Germany; The University of Bonn, Germany; The University of Bonn, Germany; The University of Bonn, Germany",2018 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),"6 Jan 2019","2018","","","8233","8238","Applying agrochemicals is the default procedure for conventional weed control in crop production, but has negative impacts on the environment. Robots have the potential to treat every plant in the field individually and thus can reduce the required use of such chemicals. To achieve that, robots need the ability to identify crops and weeds in the field and must additionally select effective treatments. While certain types of weed can be treated mechanically, other types need to be treated by (selective) spraying. In this paper, we present an approach that provides the necessary information for effective plant-specific treatment. It outputs the stem location for weeds, which allows for mechanical treatments, and the covered area of the weed for selective spraying. Our approach uses an end-to-end trainable fully convolutional network that simultaneously estimates stem positions as well as the covered area of crops and weeds. It jointly learns the class-wise stem detection and the pixel-wise semantic segmentation. Experimental evaluations on different real-world datasets show that our approach is able to reliably solve this problem. Compared to state-of-the-art approaches, our approach not only substantially improves the stem detection accuracy, i.e., distinguishing crop and weed stems, but also provides an improvement in the semantic segmentation performance.","2153-0866","978-1-5386-8094-0","10.1109/IROS.2018.8593678","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8593678","","Agriculture;Decoding;Image segmentation;Feature extraction;Semantics;Task analysis;Robots","","51","","23","IEEE","6 Jan 2019","","","IEEE","IEEE Conferences"
"Optimizing Wheat Ear Head Detection and Yield Estimation Through UAV Based Imagery","A. K. Vikram; A. Agrawal; A. Ranjan; S. Shinde; S. Jalihale; A. Singh; S. Tripathi; S. Kurup; B. Char","International Institute of Information Technology (IIIT), Naya Raipur, C. G., India; International Institute of Information Technology (IIIT), Naya Raipur, C. G., India; International Institute of Information Technology (IIIT), Naya Raipur, C. G., India; Mahyco Private Limited, Maharashtra, India; Mahyco Private Limited, Maharashtra, India; International Institute of Information Technology (IIIT), Naya Raipur, C. G., India; International Institute of Information Technology (IIIT), Naya Raipur, C. G., India; Mahyco Private Limited, Maharashtra, India; Mahyco Private Limited, Maharashtra, India",TENCON 2024 - 2024 IEEE Region 10 Conference (TENCON),"5 Mar 2025","2024","","","1381","1384","Accurate identification and counting of wheat heads are essential for reliable crop yield estimation. This study introduces a novel model, customized YOLOv8, specifically designed for wheat head detection in challenging agricultural environments using orthomosaic UAV imagery. Our end-to-end pipeline starts with orthomosaic images, identifying and extracting plots using YOLOv8, followed by plot tiling and detection on these tiles. The results are seamlessly stitched to reconstruct the original image with detected wheat heads. To enhance image quality-improving brightness, contrast, exposure, and reducing blur-Real ESR GAN was employed. Coupled with the Random Cut Out Method for occlusion handling, this significantly improved input image quality, facilitating accurate detection under challenging field conditions. Evaluation of the Mahycho dataset demonstrates promising results, with the model achieving a mean average precision (mAP) of 99.2% on plot detection and 83.4% accuracy on wheat head detection, surpassing existing benchmarks. The model exhibits robust performance under adverse conditions, maintaining high R2 values, and retains accuracy across different growth stages in field-collected datasets. Overall, the customized YOLOv8 model offers precise wheat head detection, advancing crop monitoring and management in real-world agricultural applications.","2159-3450","979-8-3503-5082-1","10.1109/TENCON61640.2024.10902737","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10902737","Wheat head detection;customized YOLOv8 model;Orthomosaic image;end-to-end pipeline;Random Cut Out;Real ESR GAN","Head;Accuracy;Pipelines;Machine learning;Generative adversarial networks;Magnetic heads;Yield estimation;Reliability;Monitoring;Image reconstruction","","","","11","IEEE","5 Mar 2025","","","IEEE","IEEE Conferences"
"NanoDet-BiFPN: A Lightweight Wheat Ear Detection Network","X. Meng; Y. Wang; G. Yang; K. Zhang; Y. Zhang; W. Chen","College of Automation, Beijing Information Science and Technology University, Beijing, China; College of Automation, Beijing Information Science and Technology University, Beijing, China; College of Automation, Beijing Information Science and Technology University, Beijing, China; College of Automation, Beijing Information Science and Technology University, Beijing, China; College of Automation, Beijing Information Science and Technology University, Beijing, China; College of Automation, Beijing Information Science and Technology University, Beijing, China",2024 8th Asian Conference on Artificial Intelligence Technology (ACAIT),"10 Jun 2025","2024","","","1214","1218","Wheat, as a major staple crop extensively cultivated worldwide, supports the food needs of one-third of the global population. Its healthy cultivation not only concerns national food security but also profoundly affects the regulation and trade patterns of international food resources. To assess wheat planting density and predict yields, this study designs a lightweight wheat detection network based on NanoDet. The network encoding process incorporates Ghost convolution, which introduces more feature maps during the convolution process using fewer parameters and computing resources, thereby enhancing the network's computational efficiency and operational speed. Additionally, a Bidirectional Feature Pyramid Network (BiFPN) is employed to optimize the information transfer and fusion between feature layers, enhancing the model's capability to process multi-scale features, and further improving performance and efficiency. Experiments conducted on the public Global Wheat Head Dataset (GWHD) show that the model improves detection accuracy and speed without significantly increasing the size of the weight model file. The average detection precision of wheat heads reached 84.3%, with a detection speed of up to 14.3ms per frame, and the weight model file size is approximately 4.3MB. This rapid inference speed and minimal model size provide significant support for embedded devices, offering robust backing for the field application of intelligent agriculture.","","979-8-3315-1709-0","10.1109/ACAIT63902.2024.11021827","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11021827","NanoDet;lightweight;wheat ear detection;intelligent agriculture","Smart agriculture;Visualization;Accuracy;Convolution;Computational modeling;Food security;Ear;Regulation;Nanoscale devices;Computational efficiency","","","","15","IEEE","10 Jun 2025","","","IEEE","IEEE Conferences"
"A Conceptual Framework for Multidisciplinary Data Science Education Based on IoT Projects","D. M. Marutschke; A. Kirjakovski; F. A. Bachtiar; V. R. Hananto; M. Kovacs; P. Brockmann; V. V. Kryssanov","Faculty of Economics and Business Administration, Kyoto University of Advanced Science, Kyoto, Japan; Department of Psychology, International Balkan University, Skopje, North Macedonia; Faculty of Computer Science, Universitas Brawijaya, Malang, Indonesia; College of Information Science and Engineering, Ritsumeikan University, Osaka, Japan; College of Information Science and Engineering, Ritsumeikan University, Osaka, Japan; Faculty of Computer Science, Nuremberg Institute of Technology, Nuremberg, Germany; College of Information Science and Engineering, Ritsumeikan University, Osaka, Japan",2024 6th International Workshop on Artificial Intelligence and Education (WAIE),"4 Mar 2025","2024","","","331","335","The necessity for professionals to make predictions using digital data has been recognized for many decades. With its roots in statistical analysis and later implemented as data analytics, Data Science emerged as a widely accepted discipline. The data science life cycle begins by setting a goal and ends with reporting/reflecting on the gained results. It incorporates known analytical techniques, including modern artificial intelligence and machine learning techniques. While often considered an independent discipline, both engineering and liberal arts colleges have recognized the need for an understanding of data science in the general workforce. The literature still suggests a disconnect between the study fields and how the Internet of Things could be leveraged in Project-Based Learning (PBL) style data science education. In this paper, the authors propose a conceptual framework to teach multidisciplinary data science at university level to engineering and liberal arts students using data from real-world Internet of Things (IoT) projects.","","979-8-3503-7889-4","10.1109/WAIE63876.2024.00065","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10904204","data science;internet of things;educational technology;higher education","Smart agriculture;Art;Statistical analysis;Smart cities;Education;Software algorithms;Refining;Data science;Internet of Things;Software engineering","","","","30","IEEE","4 Mar 2025","","","IEEE","IEEE Conferences"
"A Chi-MIC Based Adaptive Multi-Branch Decision Tree","J. Ye; J. Yang; J. Yu; S. Tan; F. Luo; Z. Yuan; Y. Chen","Hunan Engineering and Technology Research Center for Agricultural Big Data Analysis and Decision-Making, Hunan Agricultural University, Changsha, China; Hunan Engineering and Technology Research Center for Agricultural Big Data Analysis and Decision-Making, Hunan Agricultural University, Changsha, China; Hunan Engineering and Technology Research Center for Agricultural Big Data Analysis and Decision-Making, Hunan Agricultural University, Changsha, China; Department of Information Intelligence, Hunan Agricultural University, Changsha, China; Department of Computing, Clemson University, Clemson, SC, USA; Hunan Engineering and Technology Research Center for Agricultural Big Data Analysis and Decision-Making, Hunan Agricultural University, Changsha, China; Hunan Engineering and Technology Research Center for Agricultural Big Data Analysis and Decision-Making, Hunan Agricultural University, Changsha, China",IEEE Access,"3 Jun 2021","2021","9","","78962","78972","Since the decision trees (DTs) have an advantage over “black-box” models, such as neural nets or support vector machines, in terms of comprehensibility, such that it might merit improvement for further optimization. The node splitting measures and pruning methods are primary among the techniques that can improve the generalization abilities of DTs. Here, we introduced the unequal interval optimization for node splitting, as well as the local chi-square test for tree pruning. This new method was named an adaptive multi-branch decision tree (CMDT). 11 benchmark data sets with different scales were chosen from UCI Machine Learning Repository and coupled with 12 classifiers to evaluate the CMDT algorithm. The results showed that CMDT can be more reliable than the twelve comparative approaches, especially for imbalanced datasets. We also discussed the performance metrics and the weighted decision-making table in unbalanced data sets. The CMDT algorithm can be found here: https://github.com/chenyuan0510/CMDT.","2169-3536","","10.1109/ACCESS.2021.3077125","National Natural Science Foundation of China(grant numbers:61701177); Hunan Provincial Natural Science Foundation(grant numbers:2018JJ3225); Science Foundation Open Project of Hunan Provincial Key Laboratory of Crop Germplasm Innovation and Utilization(grant numbers:18KFXM08); Hunan Agricultural University Natural Science Foundation(grant numbers:18QN08); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9420750","Decision tree;node splitting;Chi-MIC;CMDT;pruning methods","Decision trees;Microwave integrated circuits;Classification algorithms;Backtracking;Training;Optimization;Merging","","9","","46","CCBY","3 May 2021","","","IEEE","IEEE Journals"
"Forecasting Dissolved Oxygen Level in Land-Based Fish Farms using a Context-Aware Recurrent Neural Network","C. Tomazzoli; S. Migliorini; R. Pastres","Department of Computer Science, University of Verona, Verona, Italy; Department of Computer Science, University of Verona, Verona, Italy; Department of Environmental Sciences, Informatics and Statistics, Ca’ Foscari University of Venice, Venice, Italy",2024 IEEE International Workshop on Metrology for Agriculture and Forestry (MetroAgriFor),"11 Apr 2025","2024","","","429","433","Predicting Dissolved Oxygen (DO) levels in precision fish farming is crucial as it directly impacts the well-being and growth of fishes. In this paper, we propose a sensing method that is suitable to be used in edge-computing and which makes use of deep learning to estimate dissolved oxygen in fish farms based on a context-aware recurrent neural network trained by the relationship between the inlet dissolved oxygen, the estimated biomass, the period and time of measurement, and the food given to the fish. The proposed technique has been applied to a real-world dataset coming from a trout fish farm located in Trentino, a region in Northern Italy.","","979-8-3503-5544-4","10.1109/MetroAgriFor63043.2024.10948763","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10948763","precision fish farming;dissolved oxygen level;recurrent neural network;time series","Deep learning;Surveys;Recurrent neural networks;Oxygen;Time series analysis;Fish;Time measurement;Sensors;Biomass;Farming","","","","13","IEEE","11 Apr 2025","","","IEEE","IEEE Conferences"
"Spatio-Temporal Consistent Mapping of Growing Plants for Agricultural Robots in the Wild","L. Lobefaro; M. V. R. Malladi; T. Guadagnino; C. Stachniss","Center for Robotics, University of Bonn, Germany; Center for Robotics, University of Bonn, Germany; Center for Robotics, University of Bonn, Germany; Center for Robotics, University of Bonn, Germany",2024 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),"25 Dec 2024","2024","","","6375","6382","Tracking changes in growing plants is important for automating phenotyping and robots managing crops. In this paper, we propose a system that uses a 3D model of plants along crop rows to enable a robotic platform to localize itself even in the presence of heavy changes and deforming the model to adapt the scene description to the new measurements. In particular, we focus on consumer RGB-D cameras due to their cost-effectiveness and ease of deployment on real platforms. Our approach exploits modern deep-learning-based feature descriptors and geometric information to obtain matches between 3D points corresponding to temporally distant sessions. We then use the associations in a non-rigid registration pipeline to obtain the final result, an updated representation of the 3D model that reflects plant changes. Using a standard RGB-D sensor, we validate our approach on a real-world dataset recorded in a glasshouse. We obtain accurate 4D models of the plants and track the plant traits’ evolution over time. We show, through experiments, that our method is applicable to interpolate plant organs’ evolution, a helpful result for phenotypic trait measurement. We see our approach as a relevant step toward 4D reconstruction for robotic agriculture in the wild.","2153-0866","979-8-3503-7770-5","10.1109/IROS58592.2024.10802321","Deutsche Forschungsgemeinschaft; Deutsche Forschungsgemeinschaft; Horizon Europe; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10802321","","Deformable models;Solid modeling;Three-dimensional displays;Shape;Deformation;Plants (biology);Pipelines;Crops;Streams;Image reconstruction","","2","","42","IEEE","25 Dec 2024","","","IEEE","IEEE Conferences"
"Analysis of Historical Weather of Karnataka, India for Insights in Climate Trends","B. K. Sanjana; A. Frank","Dept. of Computer Science Engineering, Presidency University, Bangalore, India; Dept. of Electronics and Communication Engineering, Presidency University, Bangalore, India","2024 International Conference on Modeling, Simulation & Intelligent Computing (MoSICom)","18 Feb 2025","2024","","","45","50","Climate change in simpler words means the change in the long-term average weather parameters. Climate change is an important issue because its causing imbalance in the environment and affects the lives of all flora and fauna. The climate change is due to many factors, but the major factor is the human activities which are leading to global warming over the past decades. Numerous studies consider analysis of continental or global data, providing the overall insights in climatic changes continentally or globally respectively. The approach in this paper considers regional analysis to provide better insights to the local people needs so they get adapted to the changes that are taking place. This provides a warning to the people to take preventive and precautionary measures. The dataset of Karnataka region from 1951 to 2020 is used to study the regional climate change pattern. The main objective of the paper is to analyze the climate change and extending in the future. The results show that there is a gradual increase of average mean surface air temperature and gradual decrease of the precipitation over each decade between the years 1951 to 2020. The trend line extending to 2040 by analyzing the historical data gives insights about the climate change in the near future. Understanding the historical data and the future predictions are very important to the policy makers, people and researchers so that effective planning can be done for adapting and decreasing the climate change patterns.","","979-8-3315-3331-1","10.1109/MoSICom63082.2024.10880986","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10880986","Regional Climate trends;Environment impact;Agriculture","Climate change;Temperature distribution;Precipitation;Urban areas;Data visualization;Predictive models;Market research;Planning;Spreadsheet programs;Portals","","1","","16","IEEE","18 Feb 2025","","","IEEE","IEEE Conferences"
"Network Robustness Analysis for IoT Networks Using Regular Graphs","S. Dhuli; S. Kouachi; A. Chhabra; Y. N. Singh","Department of Electronics and Communication Engineering, SRM University, Amaravati, India; Department of Mathematics and Informatics, College of Sciences and Technology, University of Khenchela, Khenchela, Algeria; NPTEL, Indian Institute of Technology Madras, Chennai, India; Department of Electrical Engineering, Indian Institute of Technology Kanpur, Kanpur, India",IEEE Internet of Things Journal,"23 May 2022","2022","9","11","8809","8819","Internet of Things (IoT) is envisioned as a large collection of smart devices that are connected to the Internet and communicate with the goal of realizing a diverse range of applications. These smart devices range from typical home appliances to sophisticated industrial instruments. IoT has numerous applications, such as precision farming, health care, and smart cities. An issue that is prevalent in IoT networks is that due to limited resources, environmental factors, and malicious attacks, some nodes or links fail and adversely affect the functioning of IoT networks. Hence, robustness against the failure of nodes or links is a topic of considerable interest in the area of IoT networks. The robustness of a network is quantified using various spectral graph theoretic measures in network science. One such measure is network criticality which effectively quantifies the robustness against the failure of nodes or communication links. However, this measure can not be used to study the effect of different network parameters for large-scale IoT networks due to huge computational complexity of  $O(n^{3})$ . In this work, we derive the explicit formulas of network criticality for IoT networks using  $r$ -nearest neighbor graphs and show the effect of nearest neighbors and network size on robustness. Our theoretical expressions substantially reduce the computational complexity as compared to existing graph theory-based metrics. We observe that network robustness decreases with the network size and exponentially increases with nearest neighbors. Our work reduces the time complexity of network criticality evaluation from  $O(n^{3})$  to  $O(n)$  for static topologies and to  $O(1)$  for switching topologies. Furthermore, we extend our study to random geometric graphs (RGGs) and real-world network data sets. Finally, we study the effect of asymmetric and dynamic topologies on robust IoT networks.","2327-4662","","10.1109/JIOT.2021.3116256","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9552244","Internet of Things (IoT);network criticality;network robustness;real-world network data sets;random geometric graph (RGG);r-nearest neighbor networks","Robustness;Internet of Things;Network topology;Topology;Laplace equations;Mathematical models;Eigenvalues and eigenfunctions","","4","","45","IEEE","29 Sep 2021","","","IEEE","IEEE Journals"
"A Comparative Study for Wheat Head Detection Through Testing the Robustness of Two Global Dataset Trained YOLO Models on a Tunisian Wheat Dataset","K. Khazmi; Z. Lachiri","Signal, Image and Information Technology Research Laboratory LR-SITI, National engineering school of Tunis, University of Tunis-El Manar; Signal, Image and Information Technology Research Laboratory LR-SITI, National engineering school of Tunis, University of Tunis-El Manar",2024 IEEE International Conference on Artificial Intelligence & Green Energy (ICAIGE),"16 Dec 2024","2024","","","1","6","Artificial intelligence (AI) applications are getting more and more ubiquitous in the field of agriculture. They provide responses to problems that old metaheuristics were unable to respond to, with a level of precision allowing the industrialization of the proposed solutions when applied to detection problems in dense scene analysis in agricultural challenges. Hence, in the era of post-pandemic awareness towards staple crop security, one of the most challenging problems studied in computer vision for agriculture is the wheat head counting in field conditions with spike and spikelet occlusions and overlaps. The final target is to offer a solid key informational input between many necessary others, to make farmers, breeders and agronomists able to estimate the wheat head density and supervise their emergence and growth over time and space allowing them to interact on time in the process and to have an idea about yield estimations. To address these issues using new deep learning advances, this paper proposes the implementation of YOLOv7 and YOLOv8 models to the GHWD-2021, a global wheat head dataset compiled from different continents to guarantee phenotypes diversity, then we test the robustness of the results on a self compiled Tunisian wheat dataset. Finally, we compare and discuss the results.","","979-8-3503-8983-8","10.1109/ICAIGE62696.2024.10776750","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10776750","wheat head;deep learning;YOLO;agriculture;dense scene;yield estimation;computer vision","YOLO;Phenotypes;Metaheuristics;Solids;Robustness;Agriculture;Yield estimation;Security;Artificial intelligence;Testing","","","","38","IEEE","16 Dec 2024","","","IEEE","IEEE Conferences"
"Matching Using Sufficient Dimension Reduction for Heterogeneity Causal Effect Estimation","H. Zhao; Y. Zhang; D. Cheng; C. Li; Z. Feng","College of Science, Huazhong Agricultural University, Wuhan, China; College of Science, Huazhong Agricultural University, Wuhan, China; College of Computer Science and Engineering, Guangxi Normal University, Guilin, China; Department of Computer Science and Systems Engineering, Kyushu Institute of Technology, Iizuka, Japan; College of Informatics, Huazhong Agricultural University, Wuhan, China","2022 IEEE 24th Int Conf on High Performance Computing & Communications; 8th Int Conf on Data Science & Systems; 20th Int Conf on Smart City; 8th Int Conf on Dependability in Sensor, Cloud & Big Data Systems & Application (HPCC/DSS/SmartCity/DependSys)","28 Mar 2023","2022","","","9","16","Causal inference plays an important role in understanding the underlying mechanisation of the data generation process across various domains. It is challenging to estimate the average causal effect and individual causal effects from observational data with high-dimensional covariates due to the curse of dimension and the problem of data sufficiency. The existing matching methods can not effectively estimate individual causal effect or solve the problem of dimension curse in causal inference. To address this challenge, in this work, we prove that the reduced set by sufficient dimension reduction (SDR) is a balance score for confounding adjustment. Under the theorem, we propose to use an SDR method to obtain a reduced representation set of the original covariates and then the reduced set is used for the matching method. In detail, a non-parametric model is used to learn such a reduced set and to avoid model specification errors. The experimental results on real-world datasets show that the proposed method outperforms the compared matching methods. Moreover, we conduct an experiment analysis and the results demonstrate that the reduced representation is enough to balance the imbalance between the treatment group and control group individuals.","","979-8-3503-1993-4","10.1109/HPCC-DSS-SmartCity-DependSys57074.2022.00036","National Natural Science Foundation of China(grant numbers:62076041,61806027); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10074882","Matching;Sufficient Dimension Reduction;Causal Inference;Individual Causal Effect","Dimensionality reduction;Smart cities;Estimation","","1","","43","IEEE","28 Mar 2023","","","IEEE","IEEE Conferences"
"Use of TanDEM-X and Sentinel Products to Derive Gully Activity Maps in Kunene Region (Namibia) Based on Automatic Iterative Random Forest Approach","M. Vallejo Orti; L. Winiwarter; E. Corral-Pazos-de-Provens; J. G. Williams; O. Bubenzer; B. Höfle","Department of Geo-Spatial Sciences and Technology, Namibia University of Science and Technology, Windhoek, Namibia; 3D Geospatial Data Processing Group, Institute of Geography, Heidelberg University, Heidelberg, Germany; Departamento de Ciencias Agroforestales, Universidad de Huelva, Huelva, Spain; 3D Geospatial Data Processing Group, Institute of Geography, Heidelberg University, Heidelberg, Germany; Geomorphology and Soil Science, Institute of Geography; 3D Geospatial Data Processing Group, Institute of Geography, Heidelberg University, Heidelberg, Germany",IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing,"6 Jan 2021","2021","14","","607","623","Gullies are landforms with specific patterns of shape, topography, hydrology, vegetation, and soil characteristics. Remote sensing products (TanDEM-X, Sentinel-1, and Sentinel-2) serve as inputs into an iterative algorithm, initialized using a micro-mapping simulation as training data, to map gullies in the northwestern of Namibia. A Random Forest Classifier examines pixels with similar characteristics in a pool of unlabeled data, and gully objects are detected where high densities of gully pixels are enclosed by an alpha shape. Gully objects are used in subsequent iterations following a mechanism where the algorithm uses the most reliable pixels as gully training samples. The gully class continuously grows until an optimal scenario in terms of accuracy is achieved. Results are benchmarked with manually tagged gullies (initial gully labeled area <; 0.3% of the total study area) in two different watersheds (408 and 302 km2, respectively) yielding total accuracies of >98%, with 60% in the gully class, Cohen Kappa >0.5, Matthews Correlation Coefficient >0.5, and receiver operating characteristic Area Under the Curve >0.89. Hence, our method outlines gullies keeping low false-positive rates while the classification quality has a good balance for the two classes (gully/no gully). Results show the most significant gully descriptors as the high temporal radar signal coherence (22.4%) and the low temporal variability in Normalized Difference Vegetation Index (21.8%). This research builds on previous studies to face the challenge of identifying and outlining gully-affected areas with a shortage of training data using global datasets, which are then transferable to other large (semi-) arid regions.","2151-1535","","10.1109/JSTARS.2020.3040284","Deutsches Zentrum für Luft- und Raumfahrt; Integrated Land Management Institute; Kurt-Hiehle-Foundation; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9268451","Arid regions;automatic classification;gully erosion;iterative learning;land degradation;Namibia;random forest (RF);soil erosion mapping","Soil;Vegetation mapping;Training data;Degradation;Random forests;Agriculture;Three-dimensional displays","","10","","80","CCBY","24 Nov 2020","","","IEEE","IEEE Journals"
