DOI,Title,Authors,Year,Abstract,Include,Reason,Data Source
10.1109/IJCNN54540.2023.10191571,Fruit Picker Activity Recognition with Wearable Sensors and Machine Learning,J. J. Dabrowski; A. Rahman,2023,"In this paper we present a novel application of detecting fruit picker activities based on time series data generated from wearable sensors. During harvesting, fruit pickers pick fruit into wearable bags and empty these bags into harvesting bins located in the orchard. Once full, these bins are quickly transported to a cooled pack house to improve the shelf life of picked fruits. For farmers and managers, the knowledge of when a picker bag is emptied is important for managing harvesting bins more effectively to minimise the time the picked fruit is left out in the heat (resulting in reduced shelf life). We propose a means to detect these bag-emptying events using human activity recognition with wearable sensors and machine learning methods. We develop a semi-supervised approach to labelling the data. A feature-based machine learning ensemble model and a deep recurrent convolutional neural network are developed and tested on a real-world dataset. When compared, the neural network achieves 86% detection accuracy.",maybe,"The abstract mentions a 'real-world dataset' for fruit picker activity, but lacks details on its name, availability, or geographic scope.",
10.1016/j.scitotenv.2024.177344,Assessing and improving the high uncertainty of global gross primary productivity products based on deep learning under extreme climatic conditions,"L., Qian, Long; X., Yu, Xingjiao; Z., Zhang, Zhitao; L., Wu, Lifeng; J., Fan, Junliang; Y.Z., Xiang, Youzheng Zhen; J., Chen, Junying; X., Liu, Xiaogang",2024,"Gross Primary Productivity (GPP) is a crucial indicator of the carbon fixed by plants through photosynthesis, playing a vital role in understanding and managing ecological and environmental processes. However, global warming, characterized by elevated temperatures, water shortage, and increased drought stress, has significantly impacted GPP. Various GPP products based on different algorithms and input data have been developed, but their performance under extreme climatic conditions remains unverified. This study evaluated the consistency and accuracy of eight global GPP products from 2003 to 2014 using flux towers data. The results show that GPP products performed well under overall conditions, with an average correlation coefficient (R2) of 0.604, and Penman-Monteith-Leuning-version-2 (PMLv2) showed the best performance (R2 = 0.664). However, under extreme climatic conditions like high temperature, high vapor pressure deficit (VPD), and drought, the accuracy significantly dropped (R2 = 0.3), with Global-dataset-of-solar-induced-chlorophyll-fluorescence (GOSIF) being the most affected. Accuracy was lower in croplands (CRO) and grasslands (GRA). To enhance accuracy under extreme climatic conditions, GPP products were used as inputs to a Convolutional Neural Network (CNN) based on ECMWF-Reanalysis-5th-Generation (ERA5) meteorological data and compared with random forests (RF). Four GPP products significantly contributed to the model, with a cumulative contribution of 80.3 %. Under extreme climatic conditions, CNN significantly improved the estimation accuracy of GPP and outperformed RF. The optimal values for R2 and the root mean square error (RMSE) were 0.905 (increase by at least 201.7 %) and 7.708 gC m−2 8d−1 (decrease by at least 50.7 %). The model also performed well at 20 independent validation sites (R2 = 0.783). This study offers a method to improve GPP estimation under extreme climatic conditions, unrestricted by time and space. © 2024 Elsevier B.V., All rights reserved.",yes,"The abstract explicitly mentions the use of multiple global datasets (PMLv2, GOSIF, ERA5) for an agriculture-related study on Gross Primary Productivity.",Penman-Monteith-Leuning-version-2;Global-dataset-of-solar-induced-chlorophyll-fluorescence;ECMWF-Reanalysis-5th-Generation
10.1186/s40066-024-00509-w,"The impact of precipitation, temperature, and soil moisture on wheat yield gap quantification: evidence from Morocco","L., Ousayd, Lahcen; T., Epule, Terence; S., Belaqziz, Salwa; V., Ongoma, Victor; A., Amazirh, Abdelhakim; A., Chehbouni, Abdelghani",2024,"Background: Climate change has devastating impacts on agriculture, increasing the yield gap for most crops, especially in developing nations. This is likely to worsen food insecurity in some countries, calling for efforts to close the yield gap as much as possible. Estimating the yield gap and its drivers is essential for devising strategies to increase yields. This study quantifies the wheat yield gap in Morocco's five major wheat production regions. It analyzes the historical sensitivity of wheat yield to temperature, precipitation, and soil moisture, which are important factors affecting agricultural productivity. Furthermore, it evaluates how these yield gaps impact the revenue of producers in these regions. This analysis was conducted using datasets, including the Global Dataset of Historical Yield (GDHY) for yield gap assessment, soil moisture data, ERA5 reanalysis data, and CHIRPS datasets for climate assessment from 1982 to 2016. Pearson correlation and multiple linear regression analyses were employed to reflect the variation characteristics of wheat yield and to identify the impacts of precipitation, temperature, and soil moisture on wheat yield. Results: High regional differences in wheat yield gaps were observed, with values ranging from 1.64 t/ha in Casablanca Settat to 4.12 t/ha in Marrakech Safi, and temporal variability ranging from 9 to 18%. Wheat yields were found to be strongly correlated with rainfall, particularly from December to March. Temperature fluctuations had a significant negative impact on wheat yield across the regions. Soil moisture was positively correlated with wheat yields throughout all growing periods, showing the strongest impacts during the early vegetative development phase. Additionally, losses due to wheat yield gaps were considerable, ranging between $ 194 and 891 per hectare. The revenue loss due to Yield Gap I ranged from 49 to 71%, while the loss due to Yield Gap II ranged from 240 to 444%, depending on the method used to calculate the wheat yield gap. Conclusions: Results reveal gaps in wheat yield, forming a basis for process-based modeling to understand crop yield gap drivers. Understanding yield gap drivers will play a pivotal role in evidence-based intervention strategies to enhance yields. By applying such strategies, it is possible to not only manage and reduce the variability in wheat production, but also ensure sustainable agricultural practices and achieve food security in Morocco and beyond. © 2025 Elsevier B.V., All rights reserved.",yes,"The paper uses several global datasets (GDHY, ERA5, CHIRPS) for an agricultural study on wheat yield, meeting all inclusion criteria.",Global Dataset of Historical Yield;ERA5;CHIRPS
10.1111/gcb.70005,Impact of Crop Type on Biodiversity Globally,"S., Fan, Shunxiang; T., Newbold, Tim; T., Tscharntke, Teja; W., Tang, Wenhui; Z., Yu, Zhenrong; Y., Liu, Yunhui",2024,"The negative impact of agricultural land on biodiversity is widely recognized. However, there remains a knowledge gap regarding the role of different crop types in maintaining biodiversity within the agricultural landscape. By extracting biodiversity data from global datasets and classifying different crop types, we quantified the contribution of different crop types to biodiversity. Our results indicate that biodiversity levels vary widely among crop types. We found a general loss of biodiversity when natural vegetation is converted to agricultural land, and highest losses in fiber crops, cereals and oil crops, and least in other crops (such as coffee or cocoa) and in mixed crops. In general, perennial crops retain more biodiversity than annual crops. Losses of biodiversity can be mitigated through mixed cropping of multiple crop types, especially by combining annual and perennial crops. The negative impact of converting natural vegetation to agriculture is greater in tropical than in nontropical areas, and hence, the import of commodities from these biodiversity-rich regions may be particularly detrimental. Given the ongoing increase in biodiversity losses from global intensification and expansion of agricultural land, maintaining or restoring natural vegetation, rating the crop-type-specific biodiversity, diversifying crops, and preferring perennial over annual crops, particularly in the tropics, need to be better considered and implemented in global agri-environmental schemes. © 2024 Elsevier B.V., All rights reserved.",yes,"The abstract states the use of 'global datasets' to study the impact of crop types on biodiversity, which is an agriculture-related topic with a global scope.",
10.1007/s42979-024-03446-4,Distributed Clustering in Wireless Sensor Network with Kernel Based Weighted Fuzzy C-Means Algorithm,"A., Panwar, Anita; S.J., Nanda, Satyasai Jagananth",2024,"The main limitation of the Fuzzy C-Means technique is its sensitivity to noise and outliers, which limits its use in adverse clustering scenarios. The new framework reported in this manuscript is based on kernel-induced distance matric using the Gaussian Radial Basis Function (GRBF), and the proposed algorithm is named as Distributed Kernel-based Weighted Fuzzy C-Means (DKWFCM) algorithm. In wireless sensor networks (WSN), Distributed approaches perform the clustering task across network nodes, mitigating privacy risks, reducing communication overhead, and adapting to network dynamics. Feature-weight and cluster-weight learning are incorporated for more effective cluster analysis in distributed environments. Additionally, DKWFCM leverages diffusion-based learning to enable information processing across multiple wireless sensor nodes. The proposed algorithm DKWFCM performance is evaluated on synthetic and real-world datasets distributed over six wireless sensor nodes. Five datasets for validation which consists of two Synthetic datasets (Circle_3_2, Mixed_3_2) and three real-world datasets (the Cook Agricultural land dataset, Thames River water quality dataset, and Canada Weather station dataset). Performance is assessed using the Silhouette Index (SI) and Dunn Index (DI) as a validation measures. Simulation results demonstrated the superior performance of DKWFCM over traditional FCM algorithms such as Distributed FCM (DFCM) algorithm and Distributed Weighted FCM (DWFCM). The superiority is evident in various aspects, such as visual clusters obtained at each node, SI value, DI value plots at the sensor nodes, and average convergence plots. The minimum value of average Euclidean deviation of proposed DKWFCM optimization algorithm is reduced by 27.73%; 31.86% and 10.11%; 19.40% compared to DFCM and DWFCM respectively for both synthetic datasets. Similarly, it is reduced by 99.12%; 97.13%; 54.29% and 5.69%; 91.67%; 30.41% respectively for the three real-world datasets. These findings suggest that the proposed algorithm DKWFCM improves cluster analysis in distributed processing environments of WSNs. © 2024 Elsevier B.V., All rights reserved.",no,"The datasets used, such as the 'Cook Agricultural land dataset' and 'Canada Weather station dataset', are regional or national, not global in scope.",
10.1016/j.aiia.2024.11.005,Enhancing crop yield prediction in Senegal using advanced machine learning techniques and synthetic data,"M.A., Razavi, Mohammad Amin; A.P., Nejadhashemi, A. Pouyan; B., Majidi, Babak; H.S., Razavi, Hoda S.; J., Kpodo, Josué; E., Rasu, Eeswaran; I.A., Ciampitti, Ignacio Antonio; P.V., Prasad, P. V.V.",2024,"In this study, we employ advanced data-driven techniques to investigate the complex relationships between the yields of five major crops and various geographical and spatiotemporal features in Senegal. We analyze how these features influence crop yields by utilizing remotely sensed data. Our methodology incorporates clustering algorithms and correlation matrix analysis to identify significant patterns and dependencies, offering a comprehensive understanding of the factors affecting agricultural productivity in Senegal. To optimize the model's performance and identify the optimal hyperparameters, we implemented a comprehensive grid search across four distinct machine learning regressors: Random Forest, Extreme Gradient Boosting (XGBoost), Categorical Boosting (CatBoost), and Light Gradient-Boosting Machine (LightGBM). Each regressor offers unique functionalities, enhancing our exploration of potential model configurations. The top-performing models were selected based on evaluating multiple performance metrics, ensuring robust and accurate predictive capabilities. The results demonstrated that XGBoost and CatBoost perform better than the other two. We introduce synthetic crop data generated using a Variational Auto Encoder to address the challenges posed by limited agricultural datasets. By achieving high similarity scores with real-world data, our synthetic samples enhance model robustness, mitigate overfitting, and provide a viable solution for small dataset issues in agriculture. Our approach distinguishes itself by creating a flexible model applicable to various crops together. By integrating five crop datasets and generating high-quality synthetic data, we improve model performance, reduce overfitting, and enhance realism. Our findings provide crucial insights for productivity drivers in key cropping systems, enabling robust recommendations and strengthening the decision-making capabilities of policymakers and farmers in data-scarce regions. © 2024 Elsevier B.V., All rights reserved.",no,"The study focuses on Senegal and uses data specific to that region, thus not meeting the global coverage criterion.",
10.1016/j.marpolbul.2024.117103,"Rare earth elements in the upstream of Yangtze River Delta: Spatio-temporal distributions, sources and speciations","M., He, Miao; G., Liu, Guijian; Y., Li, Yongli; L., Zhou, Li; G., Wang, Guanyu; W., Si, Wen; Z., Xie, Zongfan",2024,"With the development of high technology, the environmental pollution caused by rare earth elements (REEs) has gradually aroused social concern, especially the water environment. As a upstream tributary in Xin'an river basin, Fengle river has a decisive impact on the downstream Yangtze River Delta. In this study, the spatial and temporal distributions, sources and the speciations of REEs in surface water of wood, agriculture and industry regions of Fengle River in the two seasons were studied. This study provides scientific basis for local government management, give new method in REEs sources identification, and provide data for the global databases. © 2025 Elsevier B.V., All rights reserved.",no,"The data generated is from a specific local river basin, which does not meet the global coverage criterion, even if the intent is to contribute it to global databases.",
10.1186/s42408-024-00320-9,"Protected areas, drought, and grazing regimes influence fire occurrence in a fire-prone Mediterranean region","M., Kirkland, Máire; P.W., Atkinson, Philip W.; S.C., Aliácar, Sara Casado; D., Saavedra, Deli; M.C., de Jong, Mark C.; T.P.F., Dowling, Thomas Philip Frederick; A., Ashton-Butt, Adham",2024,"Background: Extreme fire seasons in the Mediterranean basin have received international attention due to the damage caused to people, livelihoods, and vulnerable ecosystems. There is a body of literature linking increasingly intense, large fires to a build-up of fuel from rural land abandonment exacerbated by climate change. However, a better understanding of the complex factors driving fires in fire-prone landscapes is needed. We use a global database based on the MODIS Fire CCI51 product, and the Greater Côa Valley, a 340,000-ha area in Portugal, as a case study, to investigate the environmental drivers of fire and potential tools for managing fires in a landscape that has undergone changing agricultural and grazing management. Results: Between 2001 and 2020, fires burned 32% (1881.45 km2) of the study area. Scrublands proportionally burnt the most, but agricultural land and forests were also greatly impacted. The risk of large fires (> 1 km2) was highest in these land cover types under dry conditions in late summer. Areas with higher sheep densities were more likely to burn, while cattle density had no apparent relationship with fire occurrence. There was also a 15% lower probability of a fire occurring in protected areas. Conclusion: Future climatic changes that increase drought conditions will likely elevate the risk of large fires in the Mediterranean basin, and abandoned farmland undergoing natural succession towards scrubland will be at particularly high risk. Our results indicate that livestock grazing does not provide a simple solution to reducing fire risk, but that a more holistic management approach addressing social causes and nature-based solutions could be effective in reducing fire occurrence. © 2024 Elsevier B.V., All rights reserved.",yes,"The paper uses a global database, the MODIS Fire CCI51 product, for an agriculture-related study on fire occurrence.",MODIS Fire CCI51
10.1007/s42865-024-00069-8,"Evaluation and application of satellite rainfall datasets using Google Earth Engine platform in Arunachal Pradesh, Eastern Himalayan Region of India","P.K., Pandey, Pankaj Kumar; V., Pandey, Vanita; T., Rema, Tailyang",2024,"The blended satellite and ground-based datasets are publicly accessible and valuable for detecting rainfall geographical and temporal variation at a finer resolution. These products have been utilised extensively in weather and climate modelling, hydrology, and agricultural research. However, it’s important to note that the accuracy of these satellite products can vary spatially and across different datasets. Three satellite and one reanalysis gridded rainfall products CHIRPS (Climate Hazards Group InfraRed Precipitation with Station Data Version 2), TRMM (TRMM 3B43: Monthly Precipitation Estimates), TerraClimate (High-resolution global dataset of monthly climate University of Idaho), and ERA-5 (Land monthly Averaged-ECMWF Climate Reanalysis Version 5) were analysed using Google Earth Engine (GEE) and evaluated with station-based observed rainfall data to determine the representative dataset for trend analysis in different agroclimatic zones in Arunachal Pradesh, Northeast India. The trend analysis was conducted based on 20-year long-term precipitation data at an annual and seasonal scale in different agroclimatic regions of Arunachal Pradesh, India. The global performance index (GPI) ranking identified CHIRPS as the most suitable alternative data for station-observed data records. It was then used for the spatial trend analysis of different agroclimatic zones on an annual and seasonal scale at the pixel level in GEE. Several approaches were used to identify trends, including the nonparametric Mann-Kendall test, Sen’s slope estimator, and Z statistics. The patterns derived from grid-based data were compared to observed precipitation data. Seasonally, a significant declining trend was noted for the alpine zone (AZ) and the Temperate sub-alpine zone (TSAZ). Mid-tropical hill zone (MTHZ) and Sub-tropical hill region (STHR) reported a minor decline trend. Overall, in all Arunachal Pradesh agroclimatic zones, the findings indicated a general decreasing trend on an annual and seasonal scale. Observed and satellite rainfall gridded data trend analysis revealed the same pattern with different magnitudes. © 2024 Elsevier B.V., All rights reserved.",yes,"The paper evaluates and uses multiple global satellite rainfall datasets (CHIRPS, TRMM, TerraClimate, ERA-5) for an agricultural application.",CHIRPS;TRMM;TerraClimate;ERA-5
10.1038/s41467-024-48388-w,Non-linear relationships between daily temperature extremes and US agricultural yields uncovered by global gridded meteorological datasets,"D., Hogan, Dylan; W., Schlenker, Wolfram",2024,"Global agricultural commodity markets are highly integrated among major producers. Prices are driven by aggregate supply rather than what happens in individual countries in isolation. Estimating the effects of weather-induced shocks on production, trade patterns and prices hence requires a globally representative weather data set. Recently, two data sets that provide daily or hourly records, GMFD and ERA5-Land, became available. Starting with the US, a data rich region, we formally test whether these global data sets are as good as more fine-scaled country-specific data in explaining yields and whether they estimate similar response functions. While GMFD and ERA5-Land have lower predictive skill for US corn and soybeans yields than the fine-scaled PRISM data, they still correctly uncover the underlying non-linear temperature relationship. All specifications using daily temperature extremes under any of the weather data sets outperform models that use a quadratic in average temperature. Correctly capturing the effect of daily extremes has a larger effect than the choice of weather data. In a second step, focusing on Sub Saharan Africa, a data sparse region, we confirm that GMFD and ERA5-Land have superior predictive power to CRU, a global weather data set previously employed for modeling climate effects in the region. © 2024 Elsevier B.V., All rights reserved.",yes,"The abstract explicitly discusses the use and comparison of several global meteorological datasets (GMFD, ERA5-Land, CRU) for analyzing agricultural yields.",GMFD;ERA5-Land;PRISM;CRU
10.1007/s43621-024-00254-x,Boosting enabled efficient machine learning technique for accurate prediction of crop yield towards precision agriculture,"O., Sri Nagesh, O.; R.R., Budaraju, Raja Rao; S.S., Kulkarni, Shriram Sadashiv; M.C., Vinay, M. Channabasavegowda; S.S.M., Ajibade, Samuel Soma M.; M., Chopra, Meenu; M.M.M., Jawarneh, Malik Mustafa Mohammad; K., Kaliyaperumal, Karthikeyan",2024,"Due to the limited availability of natural resources, it is essential that agricultural productivity keep pace with population growth. Despite unfavorable weather circumstances, this project's major objective is to boost production. As a consequence of technological advancements in agriculture, precision farming as a way for enhancing crop yields is gaining appeal and becoming more prevalent. When it comes to predicting future data, machine learning employs a number of methods, including the creation of models and the acquisition of prediction rules based on past data. In this manuscript, we examine various techniques to machine learning, as well as an automated agricultural yield projection model based on selecting the most relevant features. For the purpose of selecting features, the Grey Level Co-occurrence Matrix method is utilised. For classification, we make use of the AdaBoost Decision Tree, Artificial Neural Network (ANN), and K-Nearest Neighbour (KNN) algorithms. The data set that was used in this study is simply a compilation of information about a variety of topics, including yield, pesticide use, rainfall, and average temperature. This data collection consists of 33 characteristics or qualities in total. The crops soya beans, maze, potato, rice, paddy, wheat, and sorghum are included in this data collection. This data collection was made possible through the collaboration of the Food and Agriculture Organisation (FAO) and the World Data Bank, both of which make their data available to the public. The AdaBoost decision tree has achieved the highest level of accuracy possible when used to anticipate agricultural yield. Both the accuracy rate and the recall rate are quite high at 99 percent. © 2024 Elsevier B.V., All rights reserved.",yes,"The paper uses a dataset compiled from the Food and Agriculture Organisation (FAO) and the World Data Bank, which are global sources, for predicting crop yield.",Food and Agriculture Organisation;World Data Bank
10.1007/s42832-024-0233-7,Hg-mining-induced soil pollution by potentially toxic metal(loid)s presents a potential environmental risk and threat to human health: A global meta-analysis,"L., Chen, Li; X., Luo, Xiaosan; H., He, Haoran; T., Duan, Ting; Y., Zhou, Ying; L., Yang, Lequn; Y., Zeng, Yi; H., Chen, Hansong; L., Fang, Linchuan",2024,"Agricultural activities may promote the conversion of inorganic Hg to MeHg in soil. Hg and As present an extremely and a moderately contaminated level, respectively. The human health risks posed by As, Hg, and Ni merit more attention. Pokeweed may be considered as a potential Hg hyperaccumulator. Soil pollution caused by potentially toxic metal(loid)s (PTMs) near mercury (Hg) mines has attracted extensive attention, yet the status and potential health risks of PTM contamination in soils near Hg mining sites have rarely been investigated on a large scale. Global data on methylmercury (MeHg), Hg, Cd, Cr, As, Pb, Cu, Zn, Mn, and Ni concentrations in soils from Hg mining areas were obtained from published research articles (1999–2023). Based on the database, pollution levels, spatial distributions, and potential health risks were investigated. Results indicated that the average percentage of MeHg to total Hg in agricultural soils (0.19%) was significantly higher than that in non-agricultural soils (0.013%). Indeed, 72.4% of these study sites were extremely contaminated with Hg. Approximately 45% of the examined sites displayed a moderate level of As contamination or even more. Meanwhile, the examined sites in Spain and Turkey exhibited considerably higher pollution levels of Hg and As than other regions. The mean hazard indices of the nine PTMs were 2.91 and 0.59 for children and adults, with 85.6% and 13.3% of non-carcinogenic risks for children and adults that exceeded the safe level of 1, respectively. In addition, 70.2% and 56.7% of the total cancer risks through exposure to five carcinogenic PTMs in children and adults, respectively, exceeded the safety level. As and Hg showed a high exceedance of non-carcinogenic risks, while As and Ni were the leading contributors to carcinogenic risks. This study demonstrates the urgent necessity for controlling PTM pollution and reducing the health risks in soils near Hg mining sites and provides an important basis for soil remediation. © 2024 Elsevier B.V., All rights reserved.",yes,"The paper performs a global meta-analysis by compiling a global database from published research on soil pollution, including in agricultural soils.",
10.1016/j.eja.2024.127358,"Effect of climate, crop, and management on soil phosphatase activity in croplands: A global investigation and relationships with crop yield","P., Campdelacreu Rocabruna, Patrícia; X., Domene, Xavier; C., Preece, Catherine; M., Fernández-Martínez, Marcos; J., Maspons, Joan; J.J., Penuelas, Josep J.",2024,"Agricultural and livestock production cover more than a third of the Earth's land surface and are crucial to food supply. Soil extracellular enzymes play an important role in the transformation of elements and compounds in soil, particularly acid (ACP) and alkaline (ALP) phosphatases (both, APases). These enzymes have a vital role in releasing phosphorus (P) from organic matter. However, the effect of climate variables and agro-ecosystem management on APase activity in croplands remains unclear, as does its eventual relationship with agricultural productivity. Therefore, we compiled a global database of APase activity in croplands (between 1977 and 2022) and we analysed 5876 observations across 474 papers to study climate variables, crop family, and management effects on ACP and ALP activity, and their relationship with yield. ACP activity is reduced by higher temperatures (p<0.001) and lower rainfall (p=0.002). There was an interaction effect of temperature and precipitation on ALP activity (p=0.046), with the negative effect of temperature being stronger with high precipitation, and low precipitation showing low ALP activity levels at any temperature. The crop family greatly influenced APase activity (p<0.001). Management practices affected ACP and ALP activity differently; ACP activity was positively influenced by organic fertilization combined with, crop rotation or irrigation by an average of 15.6 % and 30.7 %, respectively. ALP activity was mainly positively influenced by the interaction of two different factors: organic or inorganic-organic fertilization and reduced or zero tillage. Further understanding of soil enzyme mechanisms would aid global food security and yield. As ACP activity doubles from 100.0 to 200.0 mg pNP kg−1h−1, the crop yield increases by more than two-fold, an outcome not demonstrated in croplands until now. These results could enhance yield potential through the promotion of APase activity, and the consideration of climate variables and agro-ecosystem management, which could ultimately improve cost-benefit ratios for sustainable crop growth. © 2024 Elsevier B.V., All rights reserved.",yes,The abstract describes the compilation and use of a global database on soil phosphatase activity in croplands.,
10.1007/s12145-024-01437-w,Integration of machine learning and remote sensing for drought index prediction: A framework for water resource crisis management,"H., Talebi, Hamed; S., Samadianfard, Saeed",2024,"A drought is a complex event characterized by low rainfall and has negative implications for agricultural and hydrological systems, as well as for community life. A common meteorological drought index used for drought monitoring and water resource management is the Standardized Precipitation Evapotranspiration Index (SPEI). Using SPEI can assist in predicting drought onset and estimating drought severity. The objective of this research is to assess the accuracy of machine learning models in estimating the SPEI-1 (one-month) index in semi-arid climates. To achieve this goal, the data will be analyzed using remote sensing parameters, a worldwide database, and meteorological station information. SPEI-1 was predicted in Tabriz, Iran, between 1990 and 2022 using multilayer perceptron (MLP) and random forest (RF) techniques combined with genetic algorithm (GA) methods. The parameters used are average air temperature, average relative humidity, monthly precipitation, wind speed, sunny hours, as well as the one-month standard precipitation index (SPI-1) (from ground data), daily precipitation products from satellites named PERSIANN (PRC-PR) (from remote sensing), and SPEIbase data (from global databases). The results suggest that the use of satellite remote sensing characteristics and global databases has significantly enhanced the precision and efficiency of prediction models. Based on the GA-RF model with an R2 of 0.992 and an RMSE of 0.124, it exhibits the best performance among all models in Scenario 1. By combining remote sensing parameters, this study presents an innovative approach to predicting the SPEI index and demonstrates their capabilities in drought management and mitigation. © 2024 Elsevier B.V., All rights reserved.",yes,"The abstract mentions the use of global datasets (PERSIANN, SPEIbase) for drought prediction, which is relevant to agriculture.",PERSIANN;SPEIbase
10.1002/gdj3.266,High-resolution climate projection dataset over India using dynamical downscaling,"A., Barik, Anasuya; S.K., Sahoo, Sanjeeb Kumar; S., Kumari, Sarita; S., Baidya Roy, Somnath",2024,"High-resolution climate projections are valuable resources for understanding the regional impacts of climate change and developing appropriate adaptation/mitigation strategies. In this study, we developed a 10-km gridded hydrometeorological dataset over India by dynamic downscaling of the bias-corrected Community Earth System Model (CESMv1) climate projections under RCP8.5 scenario using the state-of-the-art Weather Research and Forecasting (WRF) model. The downscaled CESM dataset (DSCESM) is archived in the World Data Center for Climate (WDCC) portal at three temporal resolutions (daily, monthly and monthly climatology) for current (2006–2015), mid-century (2041–2050) and end-century (2091–2100) periods. The dataset includes 2-m air temperature, total accumulated precipitation, wind speed, relative humidity, sensible and latent heat fluxes, along with surface shortwave and outgoing longwave radiation. All the DSCESM variables were evaluated against reanalysis data and station observations for the period 2006–2015. This dataset can help us quantitatively understand regional climate change in India. It can also be used in conjunction with agricultural, hydrological, fire and other application models for climate change impact assessment on various sectors to help develop effective adaptation/mitigation strategies. © 2024 Elsevier B.V., All rights reserved.",no,"The generated dataset has national coverage (India), which violates the exclusion criterion for non-global data.",
10.1111/gcb.17507,"Land use drives the distribution of free, physically protected, and chemically protected soil organic carbon storage at a global scale","S.J., Willard, Samuel J.; G., Liang, Guopeng; S., Adkins, Savannah; K.M., Foley, Karen M.; J.G., Murray, Jessica G.; B.G., Waring, Bonnie Grace",2024,"Soil organic carbon (SOC) sequestration is increasingly emphasized as a climate mitigation solution, as scientists, policy makers, and land managers prioritize enhancing belowground C storage. To identify key underlying drivers of total SOC distributions, we compiled a global dataset of soil C stocks held in three chemical forms, reflecting different mechanisms of organic C protection: free particulate organic C (fPOC), physically protected particulate organic C (oPOC), and mineral-protected soil organic C (mSOC). In our dataset, these three SOC pools were differentially sensitive to the effects of climate, soil mineralogy, and ecosystem type, emphasizing the importance of distinguishing between physical and chemical C protection mechanisms. C stocks in all three pools varied among ecosystems: cropland soils stored the least amount in each pool, with forest and grassland soils both containing significantly more fPOC (40%–60% greater in each ecosystem) than croplands. oPOC stocks did not significantly differ from zero in croplands but were substantial in forest and grassland soils. Meanwhile, mSOC stocks were the greatest in grasslands and shrublands (90%–100% greater than croplands). In cropland soils, there were no major effects of tillage on C storage in any of the three pools, while manure addition enhanced mSOC stocks, especially when added with inorganic N. Thus, the human land use intensity in croplands appears to reduce SOC storage in all major pools, depending upon management; retaining native vegetation should be emphasized to maintain current global SOC stocks. © 2024 Elsevier B.V., All rights reserved.",yes,"The abstract describes the compilation and use of a global dataset of soil carbon stocks, which is relevant to agriculture and land use.",
10.1007/s11430-023-1381-0,Spatially explicit reconstruction of cropland cover in Europe from AD 1800 to 2000,"J., Li, Jun; Y., Ye, Yu; X., Fang, Xiuqi; D., Zhang, Diyang; Z., Wu, Zhilei",2024,"One of the challenges in global change research is the significant uncertainty in global historical land use and land cover (LUCC) datasets, which are widely used as foundational data. In addition to the regional cropland area reconstructions, improving the grid allocation method is another feasible way to raise the reliability of historical LUCC data. In this study, an integrated reconstruction of the national cropland areas over the past 200 years was developed for 36 European countries. After that, the allocation algorithm was built using physiogeographic variables and historical city sites for accounting for land suitability and cultivation preferences, respectively. Finally, cropland data in Europe with a spatial resolution of 5′×5′ at five time sections from AD 1800 to 2000 were generated using the optimal allocation algorithm in accordance with the stages of the regional history. The results were as follows: (1) The dominant factors governing the distribution of croplands in Europe vary at different agricultural stages, but the results can be merged together. Land suitability was more optimal for allocation during the modern agricultural stage (AD 1950 and 2000); the priority index combined with land suitability and cultivation preference was more reasonable for allocation during the traditional agricultural stage (AD 1800). The average of the allocations by priority index and the land suitability could be adopted as the allocation results during the transitional stage (AD 1850 and 1900) because the grids for absolute differences within ±10 and ±20 percentage points between the results obtained from the above two allocations were above 80% and 95%, respectively, which means the two allocation results could be merged. (2) Over the past 200 years, the total cropland area in Europe first increased to a peak in AD 1900 and then decreased. Spatially, the centre of the higher cropland fraction shifted from the western part of Europe in AD 1800 to the eastern part of the continent after AD 1950. (3) Both the cropland area and the spatial distribution in this study are more reasonable than the global dataset HYDE3.2. © 2024 Elsevier B.V., All rights reserved.",no,"The generated dataset has regional coverage (Europe), which violates the exclusion criterion for non-global data.",
